"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"0-19","11.3000001907349","12.8999996185303","12.1000003814697","931","IX Soft tissue and other extraosseous sarcomas",76413922,"2003-04-01 00:00:00",536
"0-14","null","null","null","null","X(d) Gonadal carcinomas",59628198,"2007-04-01 00:00:00",537
"0-14","4.40000009536743","5.59999990463257","5","284","IX(a) Rhabdomyosarcomas",56909320,"2003-04-01 00:00:00",538
"0-19","4.30000019073486","5.30000019073486","4.80000019073486","365","IX(a) Rhabdomyosarcomas",76413922,"2003-04-01 00:00:00",539
"0-14","0.800000011920929","1.29999995231628","1","58","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",56909320,"2003-04-01 00:00:00",540
"0-19","1.20000004768372","1.70000004768372","1.39999997615814","110","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",76413922,"2003-04-01 00:00:00",541
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",56909320,"2003-04-01 00:00:00",542
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",76413922,"2003-04-01 00:00:00",543
"0-14","3","4","3.5","200","IX(d) Other specified soft tissue sarcomas",56909320,"2003-04-01 00:00:00",544
"0-19","4.19999980926514","5.09999990463257","4.59999990463257","357","IX(d) Other specified soft tissue sarcomas",76413922,"2003-04-01 00:00:00",545
"0-14","0.699999988079071","1.29999995231628","1","57","IX(e) Unspecified soft tissue sarcomas",56909320,"2003-04-01 00:00:00",546
"0-19","1","1.5","1.20000004768372","96","IX(e) Unspecified soft tissue sarcomas",76413922,"2003-04-01 00:00:00",547
"0-14","0.200000002980232","0.5","0.300000011920929","16","Not classified by ICCC",56909320,"2003-04-01 00:00:00",548
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","22","Not classified by ICCC",76413922,"2003-04-01 00:00:00",549
"0-14","3.59999990463257","4.69999980926514","4.09999990463257","236","V Retinoblastoma",56909320,"2003-04-01 00:00:00",550
"0-19","2.70000004768372","3.5","3.09999990463257","237","V Retinoblastoma",76413922,"2003-04-01 00:00:00",551
"0-14","7.90000009536743","9.39999961853027","8.60000038146973","488","VI Renal tumors",56909320,"2003-04-01 00:00:00",552
"0-19","6.19999980926514","7.40000009536743","6.80000019073486","513","VI Renal tumors",76413922,"2003-04-01 00:00:00",553
"0-14","7.5","9","8.19999980926514","464","VI(a) Nephroblastoma and other nonepithelial renal tumors",56909320,"2003-04-01 00:00:00",554
"0-19","5.59999990463257","6.69999980926514","6.19999980926514","466","VI(a) Nephroblastoma and other nonepithelial renal tumors",76413922,"2003-04-01 00:00:00",555
"0-14","0.200000002980232","0.5","0.300000011920929","20","VI(b) Renal carcinomas",56909320,"2003-04-01 00:00:00",556
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","43","VI(b) Renal carcinomas",76413922,"2003-04-01 00:00:00",557
"0-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",56909320,"2003-04-01 00:00:00",558
"0-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",76413922,"2003-04-01 00:00:00",559
"0-14","2.09999990463257","3","2.5","146","VII Hepatic tumors",56909320,"2003-04-01 00:00:00",560
"0-19","1.79999995231628","2.5","2.09999990463257","165","VII Hepatic tumors",76413922,"2003-04-01 00:00:00",561
"0-14","1.70000004768372","2.5","2.09999990463257","119","VII(a) Hepatoblastoma",56909320,"2003-04-01 00:00:00",562
"0-19","1.29999995231628","1.89999997615814","1.60000002384186","119","VII(a) Hepatoblastoma",76413922,"2003-04-01 00:00:00",563
"0-14","0.300000011920929","0.699999988079071","0.5","27","VII(b) Hepatic carcinomas",56909320,"2003-04-01 00:00:00",564
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","46","VII(b) Hepatic carcinomas",76413922,"2003-04-01 00:00:00",565
"0-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",56909320,"2003-04-01 00:00:00",566
"0-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",76413922,"2003-04-01 00:00:00",567
"0-14","6.19999980926514","7.59999990463257","6.90000009536743","397","VIII Malignant bone tumors",56909320,"2003-04-01 00:00:00",568
"0-19","8","9.39999961853027","8.69999980926514","672","VIII Malignant bone tumors",76413922,"2003-04-01 00:00:00",569
"0-14","3.29999995231628","4.30000019073486","3.79999995231628","220","VIII(a) Osteosarcomas",56909320,"2003-04-01 00:00:00",570
"0-19","4.69999980926514","5.80000019073486","5.19999980926514","405","VIII(a) Osteosarcomas",76413922,"2003-04-01 00:00:00",571
"0-14","null","null","null","null","VIII(b) Chondrosarcomas",56909320,"2003-04-01 00:00:00",572
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","19","VIII(b) Chondrosarcomas",76413922,"2003-04-01 00:00:00",573
"0-14","1.89999997615814","2.70000004768372","2.29999995231628","133","VIII(c) Ewing tumor and related sarcomas of bone",56909320,"2003-04-01 00:00:00",574
"0-19","2.29999995231628","3","2.59999990463257","204","VIII(c) Ewing tumor and related sarcomas of bone",76413922,"2003-04-01 00:00:00",575
"0-14","0.200000002980232","0.5","0.300000011920929","17","VIII(d) Other specified malignant bone tumors",56909320,"2003-04-01 00:00:00",576
"0-19","0.200000002980232","0.5","0.300000011920929","27","VIII(d) Other specified malignant bone tumors",76413922,"2003-04-01 00:00:00",577
"0-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",56909320,"2003-04-01 00:00:00",578
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","17","VIII(e) Unspecified malignant bone tumors",76413922,"2003-04-01 00:00:00",579
"0-14","4.59999990463257","5.69999980926514","5.09999990463257","297","X Germ cell, trophoblastic tumors & neoplasms of gonads",56909320,"2003-04-01 00:00:00",580
"0-19","9.69999980926514","11.1000003814697","10.3999996185303","806","X Germ cell, trophoblastic tumors & neoplasms of gonads",76413922,"2003-04-01 00:00:00",581
"0-14","0.899999976158142","1.5","1.20000004768372","70","X(a) Intracranial & intraspinal germ cell tumors",56909320,"2003-04-01 00:00:00",582
"0-19","1.20000004768372","1.70000004768372","1.39999997615814","109","X(a) Intracranial & intraspinal germ cell tumors",76413922,"2003-04-01 00:00:00",583
"0-14","1.10000002384186","1.79999995231628","1.39999997615814","83","X(b) Malignant extracranial & extragonadal germ cell tumors",56909320,"2003-04-01 00:00:00",584
"0-19","1.20000004768372","1.70000004768372","1.5","112","X(b) Malignant extracranial & extragonadal germ cell tumors",76413922,"2003-04-01 00:00:00",585
"0-14","1.89999997615814","2.59999990463257","2.20000004768372","129","X(c) Malignant gonadal germ cell tumors",56909320,"2003-04-01 00:00:00",586
"0-19","6.19999980926514","7.40000009536743","6.80000019073486","527","X(c) Malignant gonadal germ cell tumors",76413922,"2003-04-01 00:00:00",587
"0-14","null","null","null","null","X(d) Gonadal carcinomas",56909320,"2003-04-01 00:00:00",588
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","30","X(d) Gonadal carcinomas",76413922,"2003-04-01 00:00:00",589
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",56909320,"2003-04-01 00:00:00",590
"0-19","0.200000002980232","0.5","0.400000005960464","28","X(e) Other and unspecified malignant gonadal tumors",76413922,"2003-04-01 00:00:00",591
"0-14","5.80000019073486","7.09999990463257","6.40000009536743","372","XI Other malignant epithelial neoplasms and malignant melanomas",56909320,"2003-04-01 00:00:00",592
"0-19","16.2999992370605","18.2000007629395","17.2999992370605","1339","XI Other malignant epithelial neoplasms and malignant melanomas",76413922,"2003-04-01 00:00:00",593
"0-14","null","null","null","null","XI(a) Adrenocortical carcinomas",56909320,"2003-04-01 00:00:00",594
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","18","XI(a) Adrenocortical carcinomas",76413922,"2003-04-01 00:00:00",595
"0-14","1.79999995231628","2.59999990463257","2.20000004768372","126","XI(b) Thyroid carcinomas",56909320,"2003-04-01 00:00:00",596
"0-19","5.5","6.59999990463257","6","469","XI(b) Thyroid carcinomas",76413922,"2003-04-01 00:00:00",597
"0-14","null","null","null","null","XI(c) Nasopharyngeal carcinomas",56909320,"2003-04-01 00:00:00",598
"0-19","0.5","0.899999976158142","0.699999988079071","53","XI(c) Nasopharyngeal carcinomas",76413922,"2003-04-01 00:00:00",599
"0-14","1.60000002384186","2.40000009536743","2","115","XI(d) Malignant melanomas",56909320,"2003-04-01 00:00:00",600
"0-19","5.40000009536743","6.5","5.90000009536743","460","XI(d) Malignant melanomas",76413922,"2003-04-01 00:00:00",601
"0-14","null","null","null","null","XI(e) Skin carcinomas",56909320,"2003-04-01 00:00:00",602
"0-19","null","null","null","null","XI(e) Skin carcinomas",76413922,"2003-04-01 00:00:00",603
"0-14","1.5","2.20000004768372","1.79999995231628","104","XI(f) Other and unspecified carcinomas",56909320,"2003-04-01 00:00:00",604
"0-19","3.79999995231628","4.80000019073486","4.30000019073486","331","XI(f) Other and unspecified carcinomas",76413922,"2003-04-01 00:00:00",605
"0-14","0.600000023841858","1","0.800000011920929","44","XII Other and unspecified malignant neoplasms",56909320,"2003-04-01 00:00:00",606
"0-19","0.800000011920929","1.29999995231628","1.10000002384186","82","XII Other and unspecified malignant neoplasms",76413922,"2003-04-01 00:00:00",607
"0-14","0.200000002980232","0.5","0.300000011920929","19","XII(a) Other specified malignant tumors",56909320,"2003-04-01 00:00:00",608
"0-19","0.300000011920929","0.699999988079071","0.5","37","XII(a) Other specified malignant tumors",76413922,"2003-04-01 00:00:00",609
"0-14","0.300000011920929","0.600000023841858","0.400000005960464","25","XII(b) Other unspecified malignant tumors",56909320,"2003-04-01 00:00:00",610
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","45","XII(b) Other unspecified malignant tumors",76413922,"2003-04-01 00:00:00",611
"0-14","155.600006103516","162.100006103516","158.899993896484","9270","All ICCC Groups Combined",58106078,"2004-04-01 00:00:00",612
"0-19","170.100006103516","175.899993896484","173","13611","All ICCC Groups Combined",78301500,"2004-04-01 00:00:00",613
"0-14","49.0999984741211","52.7999992370605","50.9000015258789","2957","I Leukemias, myeloproliferative & myelodysplastic diseases",58106078,"2004-04-01 00:00:00",614
"0-19","44.5","47.5","46","3589","I Leukemias, myeloproliferative & myelodysplastic diseases",78301500,"2004-04-01 00:00:00",615
"0-14","37","40.2000007629395","38.5999984741211","2236","I(a) Lymphoid leukemias",58106078,"2004-04-01 00:00:00",616
"0-19","31.7999992370605","34.4000015258789","33.0999984741211","2573","I(a) Lymphoid leukemias",78301500,"2004-04-01 00:00:00",617
"0-14","7.30000019073486","8.80000019073486","8","468","I(b) Acute myeloid leukemias",58106078,"2004-04-01 00:00:00",618
"0-19","7.69999980926514","9","8.30000019073486","653","I(b) Acute myeloid leukemias",78301500,"2004-04-01 00:00:00",619
"0-14","1.20000004768372","1.79999995231628","1.5","88","I(c) Chronic myeloproliferative diseases",58106078,"2004-04-01 00:00:00",620
"0-19","1.70000004768372","2.40000009536743","2","162","I(c) Chronic myeloproliferative diseases",78301500,"2004-04-01 00:00:00",621
"0-14","1.20000004768372","1.79999995231628","1.5","85","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",58106078,"2004-04-01 00:00:00",622
"0-19","1.10000002384186","1.60000002384186","1.29999995231628","104","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",78301500,"2004-04-01 00:00:00",623
"0-14","1.10000002384186","1.70000004768372","1.39999997615814","80","I(e) Unspecified and other specified leukemias",58106078,"2004-04-01 00:00:00",624
"0-19","1","1.5","1.20000004768372","97","I(e) Unspecified and other specified leukemias",78301500,"2004-04-01 00:00:00",625
"0-14","15.1000003814697","17.1000003814697","16.1000003814697","941","II Lymphomas and reticuloendothelial neoplasms",58106078,"2004-04-01 00:00:00",626
"0-19","22.8999996185303","25.1000003814697","24","1903","II Lymphomas and reticuloendothelial neoplasms",78301500,"2004-04-01 00:00:00",627
"0-14","4.69999980926514","5.90000009536743","5.19999980926514","310","II(a) Hodgkin lymphomas",58106078,"2004-04-01 00:00:00",628
"0-19","11","12.6000003814697","11.8000001907349","941","II(a) Hodgkin lymphomas",78301500,"2004-04-01 00:00:00",629
"0-14","6.19999980926514","7.5","6.80000019073486","399","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",58106078,"2004-04-01 00:00:00",630
"0-19","7.80000019073486","9.10000038146973","8.39999961853027","666","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",78301500,"2004-04-01 00:00:00",631
"0-14","2.09999990463257","2.90000009536743","2.40000009536743","141","II(c) Burkitt lymphoma",58106078,"2004-04-01 00:00:00",632
"0-19","2","2.70000004768372","2.40000009536743","185","II(c) Burkitt lymphoma",78301500,"2004-04-01 00:00:00",633
"0-14","1.10000002384186","1.70000004768372","1.29999995231628","79","II(d) Miscellaneous lymphoreticular neoplasms",58106078,"2004-04-01 00:00:00",634
"0-19","0.899999976158142","1.29999995231628","1.10000002384186","85","II(d) Miscellaneous lymphoreticular neoplasms",78301500,"2004-04-01 00:00:00",635
"0-14","null","null","null","null","II(e) Unspecified lymphomas",58106078,"2004-04-01 00:00:00",636
"0-19","0.200000002980232","0.5","0.300000011920929","26","II(e) Unspecified lymphomas",78301500,"2004-04-01 00:00:00",637
"0-14","33.4000015258789","36.5","35","2025","III CNS and misc intracranial and intraspinal neoplasms",58106078,"2004-04-01 00:00:00",638
"0-19","30.7000007629395","33.2999992370605","32","2493","III CNS and misc intracranial and intraspinal neoplasms",78301500,"2004-04-01 00:00:00",639
"0-14","2.5","3.40000009536743","3","172","III(a) Ependymomas and choroid plexus tumor",58106078,"2004-04-01 00:00:00",640
"0-19","2.40000009536743","3.09999990463257","2.70000004768372","213","III(a) Ependymomas and choroid plexus tumor",78301500,"2004-04-01 00:00:00",641
"0-14","16.2999992370605","18.5","17.3999996185303","1009","III(b) Astrocytomas",58106078,"2004-04-01 00:00:00",642
"0-19","15.5","17.2999992370605","16.2999992370605","1275","III(b) Astrocytomas",78301500,"2004-04-01 00:00:00",643
"0-14","7","8.5","7.69999980926514","448","III(c) Intracranial and intraspinal embryonal tumors",58106078,"2004-04-01 00:00:00",644
"0-19","6","7.09999990463257","6.5","507","III(c) Intracranial and intraspinal embryonal tumors",78301500,"2004-04-01 00:00:00",645
"0-14","4.90000009536743","6.09999990463257","5.5","317","III(d) Other gliomas",58106078,"2004-04-01 00:00:00",646
"0-19","4.69999980926514","5.69999980926514","5.19999980926514","402","III(d) Other gliomas",78301500,"2004-04-01 00:00:00",647
"0-14","0.600000023841858","1","0.800000011920929","46","III(e) Other specified intracranial & intraspinal neoplasms",58106078,"2004-04-01 00:00:00",648
"0-19","0.5","0.899999976158142","0.699999988079071","56","III(e) Other specified intracranial & intraspinal neoplasms",78301500,"2004-04-01 00:00:00",649
"0-14","0.400000005960464","0.800000011920929","0.600000023841858","33","III(f) Unspecified intracranial and intraspinal neoplasms",58106078,"2004-04-01 00:00:00",650
"0-19","0.400000005960464","0.699999988079071","0.5","40","III(f) Unspecified intracranial and intraspinal neoplasms",78301500,"2004-04-01 00:00:00",651
"0-14","10","11.6999998092651","10.8000001907349","634","IV Neuroblastoma and other peripheral nervous cell tumors",58106078,"2004-04-01 00:00:00",652
"0-19","7.69999980926514","9","8.30000019073486","652","IV Neuroblastoma and other peripheral nervous cell tumors",78301500,"2004-04-01 00:00:00",653
"0-14","9.80000019073486","11.3999996185303","10.6000003814697","621","IV(a) Neuroblastoma and ganglioneuroblastoma",58106078,"2004-04-01 00:00:00",654
"0-19","7.40000009536743","8.69999980926514","8","630","IV(a) Neuroblastoma and ganglioneuroblastoma",78301500,"2004-04-01 00:00:00",655
"0-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",58106078,"2004-04-01 00:00:00",656
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","22","IV(b) Other peripheral nervous cell tumors",78301500,"2004-04-01 00:00:00",657
"0-14","9.69999980926514","11.3999996185303","10.5","615","IX Soft tissue and other extraosseous sarcomas",58106078,"2004-04-01 00:00:00",658
"0-19","11.1999998092651","12.6999998092651","11.8999996185303","941","IX Soft tissue and other extraosseous sarcomas",78301500,"2004-04-01 00:00:00",659
"0-14","4.19999980926514","5.30000019073486","4.69999980926514","273","IX(a) Rhabdomyosarcomas",58106078,"2004-04-01 00:00:00",660
"0-19","3.90000009536743","4.80000019073486","4.30000019073486","340","IX(a) Rhabdomyosarcomas",78301500,"2004-04-01 00:00:00",661
"0-14","0.899999976158142","1.5","1.20000004768372","70","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",58106078,"2004-04-01 00:00:00",662
"0-19","1.10000002384186","1.60000002384186","1.29999995231628","106","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",78301500,"2004-04-01 00:00:00",663
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",58106078,"2004-04-01 00:00:00",664
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",78301500,"2004-04-01 00:00:00",665
"0-14","3.09999990463257","4.09999990463257","3.59999990463257","212","IX(d) Other specified soft tissue sarcomas",58106078,"2004-04-01 00:00:00",666
"0-19","4.5","5.5","5","396","IX(d) Other specified soft tissue sarcomas",78301500,"2004-04-01 00:00:00",667
"0-14","0.800000011920929","1.29999995231628","1","59","IX(e) Unspecified soft tissue sarcomas",58106078,"2004-04-01 00:00:00",668
"0-19","1","1.5","1.20000004768372","96","IX(e) Unspecified soft tissue sarcomas",78301500,"2004-04-01 00:00:00",669
"0-14","null","null","null","null","Not classified by ICCC",58106078,"2004-04-01 00:00:00",670
"0-19","0.200000002980232","0.5","0.300000011920929","27","Not classified by ICCC",78301500,"2004-04-01 00:00:00",671
"0-14","3.59999990463257","4.69999980926514","4.09999990463257","245","V Retinoblastoma",58106078,"2004-04-01 00:00:00",672
"0-19","2.70000004768372","3.5","3.09999990463257","245","V Retinoblastoma",78301500,"2004-04-01 00:00:00",673
"0-14","7.40000009536743","8.80000019073486","8.10000038146973","470","VI Renal tumors",58106078,"2004-04-01 00:00:00",674
"0-19","5.90000009536743","7.09999990463257","6.5","504","VI Renal tumors",78301500,"2004-04-01 00:00:00",675
"0-14","7","8.5","7.69999980926514","448","VI(a) Nephroblastoma and other nonepithelial renal tumors",58106078,"2004-04-01 00:00:00",676
"0-19","5.30000019073486","6.40000009536743","5.90000009536743","456","VI(a) Nephroblastoma and other nonepithelial renal tumors",78301500,"2004-04-01 00:00:00",677
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","22","VI(b) Renal carcinomas",58106078,"2004-04-01 00:00:00",678
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","45","VI(b) Renal carcinomas",78301500,"2004-04-01 00:00:00",679
"0-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",58106078,"2004-04-01 00:00:00",680
"0-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",78301500,"2004-04-01 00:00:00",681
"0-14","2.20000004768372","3","2.59999990463257","151","VII Hepatic tumors",58106078,"2004-04-01 00:00:00",682
"0-19","2","2.70000004768372","2.29999995231628","184","VII Hepatic tumors",78301500,"2004-04-01 00:00:00",683
"0-14","1.89999997615814","2.59999990463257","2.20000004768372","131","VII(a) Hepatoblastoma",58106078,"2004-04-01 00:00:00",684
"0-19","1.39999997615814","2","1.70000004768372","131","VII(a) Hepatoblastoma",78301500,"2004-04-01 00:00:00",685
"0-14","null","null","null","null","VII(b) Hepatic carcinomas",58106078,"2004-04-01 00:00:00",686
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","48","VII(b) Hepatic carcinomas",78301500,"2004-04-01 00:00:00",687
"0-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",58106078,"2004-04-01 00:00:00",688
"0-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",78301500,"2004-04-01 00:00:00",689
"0-14","6.30000019073486","7.69999980926514","7","413","VIII Malignant bone tumors",58106078,"2004-04-01 00:00:00",690
"0-19","8.30000019073486","9.60000038146973","8.89999961853027","707","VIII Malignant bone tumors",78301500,"2004-04-01 00:00:00",691
"0-14","3.59999990463257","4.59999990463257","4.09999990463257","241","VIII(a) Osteosarcomas",58106078,"2004-04-01 00:00:00",692
"0-19","4.59999990463257","5.69999980926514","5.09999990463257","407","VIII(a) Osteosarcomas",78301500,"2004-04-01 00:00:00",693
"0-14","0.200000002980232","0.400000005960464","0.300000011920929","16","VIII(b) Chondrosarcomas",58106078,"2004-04-01 00:00:00",694
"0-19","0.300000011920929","0.699999988079071","0.5","39","VIII(b) Chondrosarcomas",78301500,"2004-04-01 00:00:00",695
"0-14","1.89999997615814","2.70000004768372","2.29999995231628","134","VIII(c) Ewing tumor and related sarcomas of bone",58106078,"2004-04-01 00:00:00",696
"0-19","2.29999995231628","3","2.59999990463257","210","VIII(c) Ewing tumor and related sarcomas of bone",78301500,"2004-04-01 00:00:00",697
"0-14","0.200000002980232","0.5","0.300000011920929","17","VIII(d) Other specified malignant bone tumors",58106078,"2004-04-01 00:00:00",698
"0-19","0.300000011920929","0.699999988079071","0.5","38","VIII(d) Other specified malignant bone tumors",78301500,"2004-04-01 00:00:00",699
"0-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",58106078,"2004-04-01 00:00:00",700
"0-19","null","null","null","null","VIII(e) Unspecified malignant bone tumors",78301500,"2004-04-01 00:00:00",701
"0-14","5","6.19999980926514","5.59999990463257","329","X Germ cell, trophoblastic tumors & neoplasms of gonads",58106078,"2004-04-01 00:00:00",702
"0-19","10.1999998092651","11.6999998092651","11","875","X Germ cell, trophoblastic tumors & neoplasms of gonads",78301500,"2004-04-01 00:00:00",703
"0-14","1.20000004768372","1.89999997615814","1.5","89","X(a) Intracranial & intraspinal germ cell tumors",58106078,"2004-04-01 00:00:00",704
"0-19","1.39999997615814","2","1.70000004768372","137","X(a) Intracranial & intraspinal germ cell tumors",78301500,"2004-04-01 00:00:00",705
"0-14","1","1.60000002384186","1.29999995231628","77","X(b) Malignant extracranial & extragonadal germ cell tumors",58106078,"2004-04-01 00:00:00",706
"0-19","1","1.60000002384186","1.29999995231628","102","X(b) Malignant extracranial & extragonadal germ cell tumors",78301500,"2004-04-01 00:00:00",707
"0-14","2","2.90000009536743","2.40000009536743","144","X(c) Malignant gonadal germ cell tumors",58106078,"2004-04-01 00:00:00",708
"0-19","6.59999990463257","7.80000019073486","7.19999980926514","578","X(c) Malignant gonadal germ cell tumors",78301500,"2004-04-01 00:00:00",709
"0-14","null","null","null","null","X(d) Gonadal carcinomas",58106078,"2004-04-01 00:00:00",710
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","32","X(d) Gonadal carcinomas",78301500,"2004-04-01 00:00:00",711
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",58106078,"2004-04-01 00:00:00",712
"0-19","0.200000002980232","0.5","0.300000011920929","26","X(e) Other and unspecified malignant gonadal tumors",78301500,"2004-04-01 00:00:00",713
"0-14","6.69999980926514","8.10000038146973","7.40000009536743","436","XI Other malignant epithelial neoplasms and malignant melanomas",58106078,"2004-04-01 00:00:00",714
"0-19","17","18.7999992370605","17.8999996185303","1426","XI Other malignant epithelial neoplasms and malignant melanomas",78301500,"2004-04-01 00:00:00",715
"0-14","0.200000002980232","0.400000005960464","0.300000011920929","16","XI(a) Adrenocortical carcinomas",58106078,"2004-04-01 00:00:00",716
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","19","XI(a) Adrenocortical carcinomas",78301500,"2004-04-01 00:00:00",717
"0-14","2.20000004768372","3","2.59999990463257","152","XI(b) Thyroid carcinomas",58106078,"2004-04-01 00:00:00",718
"0-19","6.19999980926514","7.30000019073486","6.69999980926514","536","XI(b) Thyroid carcinomas",78301500,"2004-04-01 00:00:00",719
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","23","XI(c) Nasopharyngeal carcinomas",58106078,"2004-04-01 00:00:00",720
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","45","XI(c) Nasopharyngeal carcinomas",78301500,"2004-04-01 00:00:00",721
"0-14","2.20000004768372","3","2.59999990463257","152","XI(d) Malignant melanomas",58106078,"2004-04-01 00:00:00",722
"0-19","6","7.09999990463257","6.5","522","XI(d) Malignant melanomas",78301500,"2004-04-01 00:00:00",723
"0-14","null","null","null","null","XI(e) Skin carcinomas",58106078,"2004-04-01 00:00:00",724
"0-19","null","null","null","null","XI(e) Skin carcinomas",78301500,"2004-04-01 00:00:00",725
"0-14","1.20000004768372","1.79999995231628","1.5","88","XI(f) Other and unspecified carcinomas",58106078,"2004-04-01 00:00:00",726
"0-19","3.29999995231628","4.19999980926514","3.70000004768372","298","XI(f) Other and unspecified carcinomas",78301500,"2004-04-01 00:00:00",727
"0-14","0.5","0.899999976158142","0.699999988079071","39","XII Other and unspecified malignant neoplasms",58106078,"2004-04-01 00:00:00",728
"0-19","0.600000023841858","1","0.800000011920929","65","XII Other and unspecified malignant neoplasms",78301500,"2004-04-01 00:00:00",729
"0-14","0.200000002980232","0.5","0.300000011920929","17","XII(a) Other specified malignant tumors",58106078,"2004-04-01 00:00:00",730
"0-19","0.200000002980232","0.5","0.400000005960464","28","XII(a) Other specified malignant tumors",78301500,"2004-04-01 00:00:00",731
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","22","XII(b) Other unspecified malignant tumors",58106078,"2004-04-01 00:00:00",732
"0-19","0.300000011920929","0.600000023841858","0.5","37","XII(b) Other unspecified malignant tumors",78301500,"2004-04-01 00:00:00",733
"0-14","151.899993896484","158.300003051758","155.100006103516","9040","All ICCC Groups Combined",57973098,"2005-04-01 00:00:00",734
"0-19","168.600006103516","174.399993896484","171.5","13570","All ICCC Groups Combined",78541923,"2005-04-01 00:00:00",735
"0-14","47.4000015258789","51","49.0999984741211","2859","I Leukemias, myeloproliferative & myelodysplastic diseases",57973098,"2005-04-01 00:00:00",736
"0-19","42.9000015258789","45.9000015258789","44.4000015258789","3480","I Leukemias, myeloproliferative & myelodysplastic diseases",78541923,"2005-04-01 00:00:00",737
"0-14","35.9000015258789","39.0999984741211","37.5","2177","I(a) Lymphoid leukemias",57973098,"2005-04-01 00:00:00",738
"0-19","30.7999992370605","33.2999992370605","32","2502","I(a) Lymphoid leukemias",78541923,"2005-04-01 00:00:00",739
"0-14","6.59999990463257","8","7.30000019073486","425","I(b) Acute myeloid leukemias",57973098,"2005-04-01 00:00:00",740
"0-19","6.90000009536743","8.10000038146973","7.5","594","I(b) Acute myeloid leukemias",78541923,"2005-04-01 00:00:00",741
"0-14","1.10000002384186","1.70000004768372","1.39999997615814","82","I(c) Chronic myeloproliferative diseases",57973098,"2005-04-01 00:00:00",742
"0-19","1.70000004768372","2.29999995231628","2","157","I(c) Chronic myeloproliferative diseases",78541923,"2005-04-01 00:00:00",743
"0-14","1.29999995231628","2","1.60000002384186","94","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",57973098,"2005-04-01 00:00:00",744
"0-19","1.29999995231628","1.89999997615814","1.60000002384186","124","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",78541923,"2005-04-01 00:00:00",745
"0-14","1.10000002384186","1.70000004768372","1.39999997615814","81","I(e) Unspecified and other specified leukemias",57973098,"2005-04-01 00:00:00",746
"0-19","1.10000002384186","1.60000002384186","1.29999995231628","103","I(e) Unspecified and other specified leukemias",78541923,"2005-04-01 00:00:00",747
"0-14","15.6999998092651","17.7999992370605","16.7000007629395","976","II Lymphomas and reticuloendothelial neoplasms",57973098,"2005-04-01 00:00:00",748
"0-19","24.7000007629395","26.8999996185303","25.7999992370605","2061","II Lymphomas and reticuloendothelial neoplasms",78541923,"2005-04-01 00:00:00",749
