"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"10-14","0.600000023841858","1.60000002384186","1","21","VI(a) Nephroblastoma and other nonepithelial renal tumors",20102523,"2003-04-01 00:00:00",1383
"15-19","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",19504602,"2003-04-01 00:00:00",1384
"5-9","3.90000009536743","6","4.90000009536743","90","VI(a) Nephroblastoma and other nonepithelial renal tumors",18417979,"2003-04-01 00:00:00",1385
"<1","14.1000003814697","23.1000003814697","18.2000007629395","68","VI(a) Nephroblastoma and other nonepithelial renal tumors",3732773,"2003-04-01 00:00:00",1386
"1-4","null","null","null","null","VI(b) Renal carcinomas",14656045,"2003-04-01 00:00:00",1387
"10-14","null","null","null","null","VI(b) Renal carcinomas",20102523,"2003-04-01 00:00:00",1388
"15-19","0.699999988079071","1.79999995231628","1.20000004768372","23","VI(b) Renal carcinomas",19504602,"2003-04-01 00:00:00",1389
"5-9","null","null","null","null","VI(b) Renal carcinomas",18417979,"2003-04-01 00:00:00",1390
"<1","null","null","null","null","VI(b) Renal carcinomas",3732773,"2003-04-01 00:00:00",1391
"1-4","null","null","null","null","VI(c) Unspecified malignant renal tumors",14656045,"2003-04-01 00:00:00",1392
"10-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",20102523,"2003-04-01 00:00:00",1393
"15-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",19504602,"2003-04-01 00:00:00",1394
"5-9","null","null","null","null","VI(c) Unspecified malignant renal tumors",18417979,"2003-04-01 00:00:00",1395
"1-4","3.40000009536743","5.69999980926514","4.40000009536743","65","VII Hepatic tumors",14656045,"2003-04-01 00:00:00",1396
"10-14","0.600000023841858","1.5","1","20","VII Hepatic tumors",20102523,"2003-04-01 00:00:00",1397
"15-19","0.600000023841858","1.5","1","19","VII Hepatic tumors",19504602,"2003-04-01 00:00:00",1398
"5-9","null","null","null","null","VII Hepatic tumors",18417979,"2003-04-01 00:00:00",1399
"<1","9.89999961853027","17.7000007629395","13.3999996185303","50","VII Hepatic tumors",3732773,"2003-04-01 00:00:00",1400
"1-4","3.20000004768372","5.30000019073486","4.19999980926514","61","VII(a) Hepatoblastoma",14656045,"2003-04-01 00:00:00",1401
"10-14","null","null","null","null","VII(a) Hepatoblastoma",20102523,"2003-04-01 00:00:00",1402
"15-19","null","null","null","null","VII(a) Hepatoblastoma",19504602,"2003-04-01 00:00:00",1403
"5-9","null","null","null","null","VII(a) Hepatoblastoma",18417979,"2003-04-01 00:00:00",1404
"<1","9.69999980926514","17.3999996185303","13.1000003814697","49","VII(a) Hepatoblastoma",3732773,"2003-04-01 00:00:00",1405
"1-4","null","null","null","null","VII(b) Hepatic carcinomas",14656045,"2003-04-01 00:00:00",1406
"10-14","0.5","1.29999995231628","0.800000011920929","16","VII(b) Hepatic carcinomas",20102523,"2003-04-01 00:00:00",1407
"15-19","0.600000023841858","1.5","1","19","VII(b) Hepatic carcinomas",19504602,"2003-04-01 00:00:00",1408
"5-9","null","null","null","null","VII(b) Hepatic carcinomas",18417979,"2003-04-01 00:00:00",1409
"<1","null","null","null","null","VII(b) Hepatic carcinomas",3732773,"2003-04-01 00:00:00",1410
"1-4","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",14656045,"2003-04-01 00:00:00",1411
"10-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",20102523,"2003-04-01 00:00:00",1412
"15-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",19504602,"2003-04-01 00:00:00",1413
"5-9","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",18417979,"2003-04-01 00:00:00",1414
"<1","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",3732773,"2003-04-01 00:00:00",1415
"1-4","1.29999995231628","2.79999995231628","1.89999997615814","28","VIII Malignant bone tumors",14656045,"2003-04-01 00:00:00",1416
"10-14","125.900001525879","135.800003051758","130.800003051758","2679","All ICCC Groups Combined",20483595,"2007-04-01 00:00:00",2748
"15-19","211","223.5","217.199996948242","4710","All ICCC Groups Combined",21687308,"2007-04-01 00:00:00",2749
"5-9","118.599998474121","128.5","123.5","2392","All ICCC Groups Combined",19371679,"2007-04-01 00:00:00",2750
"<1","247.800003051758","279.600006103516","263.299987792969","1073","All ICCC Groups Combined",4074983,"2007-04-01 00:00:00",2751
"1-4","90","99.6999969482422","94.8000030517578","1488","I Leukemias, myeloproliferative & myelodysplastic diseases",15697941,"2007-04-01 00:00:00",2752
"10-14","27.2000007629395","31.8999996185303","29.5","604","I Leukemias, myeloproliferative & myelodysplastic diseases",20483595,"2007-04-01 00:00:00",2753
"15-19","30.6000003814697","35.5","33","716","I Leukemias, myeloproliferative & myelodysplastic diseases",21687308,"2007-04-01 00:00:00",2754
"5-9","39","44.7999992370605","41.7999992370605","810","I Leukemias, myeloproliferative & myelodysplastic diseases",19371679,"2007-04-01 00:00:00",2755
"<1","44.2999992370605","58.5","51","208","I Leukemias, myeloproliferative & myelodysplastic diseases",4074983,"2007-04-01 00:00:00",2756
"1-4","76","84.9000015258789","80.3000030517578","1261","I(a) Lymphoid leukemias",15697941,"2007-04-01 00:00:00",2757
"10-14","17.1000003814697","20.8999996185303","18.8999996185303","388","I(a) Lymphoid leukemias",20483595,"2007-04-01 00:00:00",2758
"15-19","15.6000003814697","19.2000007629395","17.2999992370605","376","I(a) Lymphoid leukemias",21687308,"2007-04-01 00:00:00",2759
"5-9","31.5","36.7000007629395","34","659","I(a) Lymphoid leukemias",19371679,"2007-04-01 00:00:00",2760
"<1","15.1000003814697","23.8999996185303","19.1000003814697","78","I(a) Lymphoid leukemias",4074983,"2007-04-01 00:00:00",2761
"1-4","7.90000009536743","10.8999996185303","9.30000019073486","146","I(b) Acute myeloid leukemias",15697941,"2007-04-01 00:00:00",2762
"10-14","6.19999980926514","8.60000038146973","7.40000009536743","151","I(b) Acute myeloid leukemias",20483595,"2007-04-01 00:00:00",2763
"15-19","7.59999990463257","10.1000003814697","8.80000019073486","191","I(b) Acute myeloid leukemias",21687308,"2007-04-01 00:00:00",2764
"5-9","4.19999980926514","6.19999980926514","5.09999990463257","99","I(b) Acute myeloid leukemias",19371679,"2007-04-01 00:00:00",2765
"<1","12.3000001907349","20.2999992370605","16","65","I(b) Acute myeloid leukemias",4074983,"2007-04-01 00:00:00",2766
"1-4","0.699999988079071","1.79999995231628","1.10000002384186","18","I(c) Chronic myeloproliferative diseases",15697941,"2007-04-01 00:00:00",2767
"10-14","1.29999995231628","2.5","1.79999995231628","37","I(c) Chronic myeloproliferative diseases",20483595,"2007-04-01 00:00:00",2768
"15-19","3.79999995231628","5.69999980926514","4.69999980926514","102","I(c) Chronic myeloproliferative diseases",21687308,"2007-04-01 00:00:00",2769
"5-9","0.600000023841858","1.5","1","19","I(c) Chronic myeloproliferative diseases",19371679,"2007-04-01 00:00:00",2770
"<1","3.40000009536743","8.19999980926514","5.40000009536743","22","I(c) Chronic myeloproliferative diseases",4074983,"2007-04-01 00:00:00",2771
"1-4","1.70000004768372","3.29999995231628","2.40000009536743","38","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",15697941,"2007-04-01 00:00:00",2772
"10-14","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",20483595,"2007-04-01 00:00:00",2773
"15-19","0.699999988079071","1.70000004768372","1.20000004768372","25","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",21687308,"2007-04-01 00:00:00",2774
"5-9","0.5","1.29999995231628","0.800000011920929","16","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",19371679,"2007-04-01 00:00:00",2775
"<1","4.40000009536743","9.60000038146973","6.59999990463257","27","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",4074983,"2007-04-01 00:00:00",2776
"1-4","1","2.40000009536743","1.60000002384186","25","I(e) Unspecified and other specified leukemias",15697941,"2007-04-01 00:00:00",2777
"10-14","0.400000005960464","1.29999995231628","0.800000011920929","16","I(e) Unspecified and other specified leukemias",20483595,"2007-04-01 00:00:00",2778
"15-19","0.600000023841858","1.5","1","22","I(e) Unspecified and other specified leukemias",21687308,"2007-04-01 00:00:00",2779
"5-9","0.5","1.39999997615814","0.899999976158142","17","I(e) Unspecified and other specified leukemias",19371679,"2007-04-01 00:00:00",2780
"<1","2.20000004768372","6.40000009536743","3.90000009536743","16","I(e) Unspecified and other specified leukemias",4074983,"2007-04-01 00:00:00",2781
"1-4","7","9.89999961853027","8.30000019073486","131","II Lymphomas and reticuloendothelial neoplasms",15697941,"2007-04-01 00:00:00",2782
"10-14","23.2000007629395","27.6000003814697","25.2999992370605","519","II Lymphomas and reticuloendothelial neoplasms",20483595,"2007-04-01 00:00:00",2783
"15-19","46.2999992370605","52.2000007629395","49.2000007629395","1067","II Lymphomas and reticuloendothelial neoplasms",21687308,"2007-04-01 00:00:00",2784
"5-9","13.1000003814697","16.6000003814697","14.8000001907349","286","II Lymphomas and reticuloendothelial neoplasms",19371679,"2007-04-01 00:00:00",2785
"<1","7.59999990463257","14.1999998092651","10.6000003814697","43","II Lymphomas and reticuloendothelial neoplasms",4074983,"2007-04-01 00:00:00",2786
"1-4","null","null","null","null","II(a) Hodgkin lymphomas",15697941,"2007-04-01 00:00:00",2787
"10-14","10.3999996185303","13.5","11.8999996185303","243","II(a) Hodgkin lymphomas",20483595,"2007-04-01 00:00:00",2788
"15-19","29.3999996185303","34.0999984741211","31.7000007629395","687","II(a) Hodgkin lymphomas",21687308,"2007-04-01 00:00:00",2789
"5-9","2.79999995231628","4.5","3.59999990463257","69","II(a) Hodgkin lymphomas",19371679,"2007-04-01 00:00:00",2790
"<1","null","null","null","null","II(a) Hodgkin lymphomas",4074983,"2007-04-01 00:00:00",2791
"1-4","3.09999990463257","5.09999990463257","4","63","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",15697941,"2007-04-01 00:00:00",2792
"10-14","8.5","11.3000001907349","9.89999961853027","202","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",20483595,"2007-04-01 00:00:00",2793
"15-19","12.1000003814697","15.1999998092651","13.6000003814697","295","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",21687308,"2007-04-01 00:00:00",2794
"5-9","5.69999980926514","8.10000038146973","6.80000019073486","132","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",19371679,"2007-04-01 00:00:00",2795
"<1","2.20000004768372","6.40000009536743","3.90000009536743","16","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",4074983,"2007-04-01 00:00:00",2796
"1-4","1.20000004768372","2.59999990463257","1.79999995231628","28","II(c) Burkitt lymphoma",15697941,"2007-04-01 00:00:00",2797
"10-14","2.29999995231628","3.79999995231628","3","61","II(c) Burkitt lymphoma",20483595,"2007-04-01 00:00:00",2798
"15-19","1.89999997615814","3.20000004768372","2.5","54","II(c) Burkitt lymphoma",21687308,"2007-04-01 00:00:00",2799
"5-9","2.59999990463257","4.30000019073486","3.40000009536743","65","II(c) Burkitt lymphoma",19371679,"2007-04-01 00:00:00",2800
"<1","null","null","null","null","II(c) Burkitt lymphoma",4074983,"2007-04-01 00:00:00",2801
"1-4","1.20000004768372","2.59999990463257","1.79999995231628","28","II(d) Miscellaneous lymphoreticular neoplasms",15697941,"2007-04-01 00:00:00",2802
"10-14","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",20483595,"2007-04-01 00:00:00",2803
"15-19","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",21687308,"2007-04-01 00:00:00",2804
"5-9","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",19371679,"2007-04-01 00:00:00",2805
"<1","4.19999980926514","9.30000019073486","6.40000009536743","26","II(d) Miscellaneous lymphoreticular neoplasms",4074983,"2007-04-01 00:00:00",2806
"1-4","null","null","null","null","II(e) Unspecified lymphomas",15697941,"2007-04-01 00:00:00",2807
"10-14","null","null","null","null","II(e) Unspecified lymphomas",20483595,"2007-04-01 00:00:00",2808
"15-19","0.600000023841858","1.5","1","22","II(e) Unspecified lymphomas",21687308,"2007-04-01 00:00:00",2809
"5-9","null","null","null","null","II(e) Unspecified lymphomas",19371679,"2007-04-01 00:00:00",2810
"<1","null","null","null","null","II(e) Unspecified lymphomas",4074983,"2007-04-01 00:00:00",2811
"1-4","40.7000007629395","47.2999992370605","43.9000015258789","689","III CNS and misc intracranial and intraspinal neoplasms",15697941,"2007-04-01 00:00:00",2812
"10-14","25.1000003814697","29.6000003814697","27.2999992370605","559","III CNS and misc intracranial and intraspinal neoplasms",20483595,"2007-04-01 00:00:00",2813
"15-19","19.7000007629395","23.7000007629395","21.6000003814697","469","III CNS and misc intracranial and intraspinal neoplasms",21687308,"2007-04-01 00:00:00",2814
"5-9","32.0999984741211","37.4000015258789","34.7000007629395","672","III CNS and misc intracranial and intraspinal neoplasms",19371679,"2007-04-01 00:00:00",2815
"<1","32.0999984741211","44.2999992370605","37.7999992370605","154","III CNS and misc intracranial and intraspinal neoplasms",4074983,"2007-04-01 00:00:00",2816
"1-4","4","6.30000019073486","5.09999990463257","80","III(a) Ependymomas and choroid plexus tumor",15697941,"2007-04-01 00:00:00",2817
"10-14","1.20000004768372","2.40000009536743","1.70000004768372","35","III(a) Ependymomas and choroid plexus tumor",20483595,"2007-04-01 00:00:00",2818
"15-19","0.800000011920929","1.79999995231628","1.20000004768372","27","III(a) Ependymomas and choroid plexus tumor",21687308,"2007-04-01 00:00:00",2819
"5-9","1.39999997615814","2.70000004768372","2","38","III(a) Ependymomas and choroid plexus tumor",19371679,"2007-04-01 00:00:00",2820
"<1","2.59999990463257","7","4.40000009536743","18","III(a) Ependymomas and choroid plexus tumor",4074983,"2007-04-01 00:00:00",2821
"1-4","16.2000007629395","20.5","18.2999992370605","287","III(b) Astrocytomas",15697941,"2007-04-01 00:00:00",2822
"10-14","13.5","17","15.1999998092651","311","III(b) Astrocytomas",20483595,"2007-04-01 00:00:00",2823
"15-19","11.8999996185303","15","13.3999996185303","290","III(b) Astrocytomas",21687308,"2007-04-01 00:00:00",2824
"5-9","14.3000001907349","17.8999996185303","16.1000003814697","311","III(b) Astrocytomas",19371679,"2007-04-01 00:00:00",2825
"<1","12.1000003814697","20.1000003814697","15.6999998092651","64","III(b) Astrocytomas",4074983,"2007-04-01 00:00:00",2826
"1-4","10.1000003814697","13.6000003814697","11.8000001907349","185","III(c) Intracranial and intraspinal embryonal tumors",15697941,"2007-04-01 00:00:00",2827
"10-14","3.59999990463257","5.5","4.40000009536743","91","III(c) Intracranial and intraspinal embryonal tumors",20483595,"2007-04-01 00:00:00",2828
"15-19","2.20000004768372","3.70000004768372","2.90000009536743","62","III(c) Intracranial and intraspinal embryonal tumors",21687308,"2007-04-01 00:00:00",2829
"5-9","6.5","9","7.59999990463257","148","III(c) Intracranial and intraspinal embryonal tumors",19371679,"2007-04-01 00:00:00",2830
"<1","7","13.3999996185303","9.80000019073486","40","III(c) Intracranial and intraspinal embryonal tumors",4074983,"2007-04-01 00:00:00",2831
"1-4","6","8.69999980926514","7.30000019073486","114","III(d) Other gliomas",15697941,"2007-04-01 00:00:00",2832
"10-14","3.90000009536743","5.90000009536743","4.80000019073486","99","III(d) Other gliomas",20483595,"2007-04-01 00:00:00",2833
"15-19","2.59999990463257","4.09999990463257","3.29999995231628","71","III(d) Other gliomas",21687308,"2007-04-01 00:00:00",2834
"5-9","6.90000009536743","9.5","8.10000038146973","157","III(d) Other gliomas",19371679,"2007-04-01 00:00:00",2835
"<1","3","7.59999990463257","4.90000009536743","20","III(d) Other gliomas",4074983,"2007-04-01 00:00:00",2836
"1-4","0.600000023841858","1.70000004768372","1.10000002384186","17","III(e) Other specified intracranial & intraspinal neoplasms",15697941,"2007-04-01 00:00:00",2837
"10-14","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",20483595,"2007-04-01 00:00:00",2838
"15-19","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",21687308,"2007-04-01 00:00:00",2839
"5-9","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",19371679,"2007-04-01 00:00:00",2840
"<1","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",4074983,"2007-04-01 00:00:00",2841
"1-4","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",15697941,"2007-04-01 00:00:00",2842
"10-14","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",20483595,"2007-04-01 00:00:00",2843
"15-19","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",21687308,"2007-04-01 00:00:00",2844
"5-9","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",19371679,"2007-04-01 00:00:00",2845
"<1","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",4074983,"2007-04-01 00:00:00",2846
"1-4","20.3999996185303","25.2000007629395","22.7000007629395","357","IV Neuroblastoma and other peripheral nervous cell tumors",15697941,"2007-04-01 00:00:00",2847
"10-14","1","2.09999990463257","1.5","30","IV Neuroblastoma and other peripheral nervous cell tumors",20483595,"2007-04-01 00:00:00",2848
"15-19","0.5","1.29999995231628","0.800000011920929","18","IV Neuroblastoma and other peripheral nervous cell tumors",21687308,"2007-04-01 00:00:00",2849
"5-9","2.90000009536743","4.69999980926514","3.70000004768372","72","IV Neuroblastoma and other peripheral nervous cell tumors",19371679,"2007-04-01 00:00:00",2850
"<1","55.0999984741211","70.6999969482422","62.5999984741211","255","IV Neuroblastoma and other peripheral nervous cell tumors",4074983,"2007-04-01 00:00:00",2851
"1-4","20.2999992370605","25.1000003814697","22.6000003814697","355","IV(a) Neuroblastoma and ganglioneuroblastoma",15697941,"2007-04-01 00:00:00",2852
"10-14","0.699999988079071","1.70000004768372","1.10000002384186","23","IV(a) Neuroblastoma and ganglioneuroblastoma",20483595,"2007-04-01 00:00:00",2853
"15-19","null","null","null","null","IV(a) Neuroblastoma and ganglioneuroblastoma",21687308,"2007-04-01 00:00:00",2854
"5-9","2.79999995231628","4.59999990463257","3.59999990463257","70","IV(a) Neuroblastoma and ganglioneuroblastoma",19371679,"2007-04-01 00:00:00",2855
"<1","55.0999984741211","70.6999969482422","62.5999984741211","255","IV(a) Neuroblastoma and ganglioneuroblastoma",4074983,"2007-04-01 00:00:00",2856
"1-4","null","null","null","null","IV(b) Other peripheral nervous cell tumors",15697941,"2007-04-01 00:00:00",2857
"10-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",20483595,"2007-04-01 00:00:00",2858
"15-19","null","null","null","null","IV(b) Other peripheral nervous cell tumors",21687308,"2007-04-01 00:00:00",2859
"5-9","null","null","null","null","IV(b) Other peripheral nervous cell tumors",19371679,"2007-04-01 00:00:00",2860
"<1","null","null","null","null","IV(b) Other peripheral nervous cell tumors",4074983,"2007-04-01 00:00:00",2861
"1-4","9.60000038146973","13","11.1999998092651","176","IX Soft tissue and other extraosseous sarcomas",15697941,"2007-04-01 00:00:00",2862
"10-14","9.89999961853027","12.8999996185303","11.3000001907349","232","IX Soft tissue and other extraosseous sarcomas",20483595,"2007-04-01 00:00:00",2863
"15-19","15","18.5","16.7000007629395","362","IX Soft tissue and other extraosseous sarcomas",21687308,"2007-04-01 00:00:00",2864
"5-9","7.40000009536743","10","8.60000038146973","167","IX Soft tissue and other extraosseous sarcomas",19371679,"2007-04-01 00:00:00",2865
"<1","15.3000001907349","24.2000007629395","19.3999996185303","79","IX Soft tissue and other extraosseous sarcomas",4074983,"2007-04-01 00:00:00",2866
"1-4","7.30000019073486","10.3000001907349","8.69999980926514","137","IX(a) Rhabdomyosarcomas",15697941,"2007-04-01 00:00:00",2867
"10-14","2.79999995231628","4.40000009536743","3.5","72","IX(a) Rhabdomyosarcomas",20483595,"2007-04-01 00:00:00",2868
"15-19","2.79999995231628","4.40000009536743","3.5","76","IX(a) Rhabdomyosarcomas",21687308,"2007-04-01 00:00:00",2869
"5-9","4.09999990463257","6.19999980926514","5.09999990463257","98","IX(a) Rhabdomyosarcomas",19371679,"2007-04-01 00:00:00",2870
"<1","5.40000009536743","11.1000003814697","7.90000009536743","32","IX(a) Rhabdomyosarcomas",4074983,"2007-04-01 00:00:00",2871
"1-4","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",15697941,"2007-04-01 00:00:00",2872
"10-14","0.899999976158142","2","1.39999997615814","29","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",20483595,"2007-04-01 00:00:00",2873
"15-19","1.5","2.70000004768372","2","44","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",21687308,"2007-04-01 00:00:00",2874
"5-9","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",19371679,"2007-04-01 00:00:00",2875
"<1","3.59999990463257","8.5","5.59999990463257","23","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",4074983,"2007-04-01 00:00:00",2876
"1-4","null","null","null","null","IX(c) Kaposi sarcoma",15697941,"2007-04-01 00:00:00",2877
"10-14","null","null","null","null","IX(c) Kaposi sarcoma",20483595,"2007-04-01 00:00:00",2878
"15-19","null","null","null","null","IX(c) Kaposi sarcoma",21687308,"2007-04-01 00:00:00",2879
"5-9","null","null","null","null","IX(c) Kaposi sarcoma",19371679,"2007-04-01 00:00:00",2880
"<1","null","null","null","null","IX(c) Kaposi sarcoma",4074983,"2007-04-01 00:00:00",2881
"1-4","1.10000002384186","2.40000009536743","1.70000004768372","26","IX(d) Other specified soft tissue sarcomas",15697941,"2007-04-01 00:00:00",2882
"10-14","4.5","6.59999990463257","5.5","112","IX(d) Other specified soft tissue sarcomas",20483595,"2007-04-01 00:00:00",2883
"15-19","7.80000019073486","10.3000001907349","9","195","IX(d) Other specified soft tissue sarcomas",21687308,"2007-04-01 00:00:00",2884
"5-9","1.5","2.90000009536743","2.09999990463257","41","IX(d) Other specified soft tissue sarcomas",19371679,"2007-04-01 00:00:00",2885
"<1","2.79999995231628","7.30000019073486","4.69999980926514","19","IX(d) Other specified soft tissue sarcomas",4074983,"2007-04-01 00:00:00",2886
"1-4","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",15697941,"2007-04-01 00:00:00",2887
"10-14","0.600000023841858","1.39999997615814","0.899999976158142","19","IX(e) Unspecified soft tissue sarcomas",20483595,"2007-04-01 00:00:00",2888
"15-19","1.5","2.79999995231628","2.09999990463257","45","IX(e) Unspecified soft tissue sarcomas",21687308,"2007-04-01 00:00:00",2889
"5-9","0.5","1.39999997615814","0.899999976158142","17","IX(e) Unspecified soft tissue sarcomas",19371679,"2007-04-01 00:00:00",2890
"<1","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",4074983,"2007-04-01 00:00:00",2891
"1-4","null","null","null","null","Not classified by ICCC",15697941,"2007-04-01 00:00:00",2892
"10-14","null","null","null","null","Not classified by ICCC",20483595,"2007-04-01 00:00:00",2893
"15-19","null","null","null","null","Not classified by ICCC",21687308,"2007-04-01 00:00:00",2894
"5-9","null","null","null","null","Not classified by ICCC",19371679,"2007-04-01 00:00:00",2895
"<1","null","null","null","null","Not classified by ICCC",4074983,"2007-04-01 00:00:00",2896
"1-4","7.09999990463257","10","8.5","133","V Retinoblastoma",15697941,"2007-04-01 00:00:00",2897
"10-14","null","null","null","null","V Retinoblastoma",20483595,"2007-04-01 00:00:00",2898
"15-19","null","null","null","null","V Retinoblastoma",21687308,"2007-04-01 00:00:00",2899
"5-9","null","null","null","null","V Retinoblastoma",19371679,"2007-04-01 00:00:00",2900
"<1","21.7000007629395","32","26.5","108","V Retinoblastoma",4074983,"2007-04-01 00:00:00",2901
"1-4","17.1000003814697","21.5","19.2000007629395","301","VI Renal tumors",15697941,"2007-04-01 00:00:00",2902
"10-14","0.800000011920929","1.89999997615814","1.29999995231628","26","VI Renal tumors",20483595,"2007-04-01 00:00:00",2903
"15-19","1.29999995231628","2.5","1.79999995231628","40","VI Renal tumors",21687308,"2007-04-01 00:00:00",2904
"5-9","5","7.30000019073486","6.09999990463257","118","VI Renal tumors",19371679,"2007-04-01 00:00:00",2905
"<1","13.3999996185303","21.7000007629395","17.2000007629395","70","VI Renal tumors",4074983,"2007-04-01 00:00:00",2906
"1-4","17","21.3999996185303","19.1000003814697","300","VI(a) Nephroblastoma and other nonepithelial renal tumors",15697941,"2007-04-01 00:00:00",2907
"10-14","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",20483595,"2007-04-01 00:00:00",2908
"15-19","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",21687308,"2007-04-01 00:00:00",2909
"5-9","4.5","6.69999980926514","5.5","107","VI(a) Nephroblastoma and other nonepithelial renal tumors",19371679,"2007-04-01 00:00:00",2910
"<1","13.1999998092651","21.3999996185303","16.8999996185303","69","VI(a) Nephroblastoma and other nonepithelial renal tumors",4074983,"2007-04-01 00:00:00",2911
"1-4","null","null","null","null","VI(b) Renal carcinomas",15697941,"2007-04-01 00:00:00",2912
"10-14","null","null","null","null","VI(b) Renal carcinomas",20483595,"2007-04-01 00:00:00",2913
"15-19","0.899999976158142","1.89999997615814","1.29999995231628","28","VI(b) Renal carcinomas",21687308,"2007-04-01 00:00:00",2914
"5-9","null","null","null","null","VI(b) Renal carcinomas",19371679,"2007-04-01 00:00:00",2915
"<1","null","null","null","null","VI(b) Renal carcinomas",4074983,"2007-04-01 00:00:00",2916
"1-4","null","null","null","null","VI(c) Unspecified malignant renal tumors",15697941,"2007-04-01 00:00:00",2917
"10-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",20483595,"2007-04-01 00:00:00",2918
"15-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",21687308,"2007-04-01 00:00:00",2919
"5-9","null","null","null","null","VI(c) Unspecified malignant renal tumors",19371679,"2007-04-01 00:00:00",2920
"<1","null","null","null","null","VI(c) Unspecified malignant renal tumors",4074983,"2007-04-01 00:00:00",2921
"1-4","4.19999980926514","6.5","5.19999980926514","82","VII Hepatic tumors",15697941,"2007-04-01 00:00:00",2922
"10-14","null","null","null","null","VII Hepatic tumors",20483595,"2007-04-01 00:00:00",2923
"15-19","1.10000002384186","2.20000004768372","1.60000002384186","34","VII Hepatic tumors",21687308,"2007-04-01 00:00:00",2924
"5-9","0.5","1.29999995231628","0.800000011920929","16","VII Hepatic tumors",19371679,"2007-04-01 00:00:00",2925
"<1","8.30000019073486","15.1000003814697","11.3000001907349","46","VII Hepatic tumors",4074983,"2007-04-01 00:00:00",2926
"1-4","3.90000009536743","6.19999980926514","5","78","VII(a) Hepatoblastoma",15697941,"2007-04-01 00:00:00",2927
"10-14","null","null","null","null","VII(a) Hepatoblastoma",20483595,"2007-04-01 00:00:00",2928
"15-19","null","null","null","null","VII(a) Hepatoblastoma",21687308,"2007-04-01 00:00:00",2929
"5-9","5.09999990463257","7.40000009536743","6.19999980926514","115","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",18574692,"2005-04-01 00:00:00",1880
"<1","null","null","null","null","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",3833673,"2005-04-01 00:00:00",1881
"1-4","1.20000004768372","2.70000004768372","1.79999995231628","28","II(c) Burkitt lymphoma",15239198,"2005-04-01 00:00:00",1882
"10-14","2.40000009536743","4","3.09999990463257","64","II(c) Burkitt lymphoma",20325535,"2005-04-01 00:00:00",1883
"15-19","1.79999995231628","3.09999990463257","2.40000009536743","49","II(c) Burkitt lymphoma",20568825,"2005-04-01 00:00:00",1884
"5-9","2.29999995231628","3.90000009536743","3","56","II(c) Burkitt lymphoma",18574692,"2005-04-01 00:00:00",1885
