"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","EVENT_TYPE","POPULATION","SITE","YEAR","SERIALID"
"<1","null","null","null","null","Mortality",4014258,"Urinary Bladder","2004-04-01 00:00:00",1645
"1-4","null","null","null","null","Incidence",15108940,"Urinary Bladder","2004-04-01 00:00:00",1646
"10-14","null","null","null","null","Incidence",20515088,"Urinary Bladder","2004-04-01 00:00:00",1647
"15-19","0.100000001490116","0.100000001490116","0.100000001490116","19","Incidence",20195422,"Urinary Bladder","2004-04-01 00:00:00",1648
"5-9","null","null","null","null","Incidence",18639099,"Urinary Bladder","2004-04-01 00:00:00",1649
"<1","null","null","null","null","Incidence",3842951,"Urinary Bladder","2004-04-01 00:00:00",1650
"1-4","2.09999990463257","2.59999990463257","2.40000009536743","377","Mortality",15913007,"All Cancer Sites Combined","2005-04-01 00:00:00",1651
"10-14","2.20000004768372","2.59999990463257","2.40000009536743","515","Mortality",21212579,"All Cancer Sites Combined","2005-04-01 00:00:00",1652
"15-19","3.20000004768372","3.70000004768372","3.40000009536743","731","Mortality",21486214,"All Cancer Sites Combined","2005-04-01 00:00:00",1653
"5-9","2.29999995231628","2.70000004768372","2.5","485","Mortality",19389067,"All Cancer Sites Combined","2005-04-01 00:00:00",1654
"<1","1.5","2.29999995231628","1.89999997615814","75","Mortality",4004393,"All Cancer Sites Combined","2005-04-01 00:00:00",1655
"1-4","20.7000007629395","22.2000007629395","21.3999996185303","3266","Incidence",15239198,"All Cancer Sites Combined","2005-04-01 00:00:00",1656
"10-14","12.3999996185303","13.3999996185303","12.8999996185303","2623","Incidence",20325535,"All Cancer Sites Combined","2005-04-01 00:00:00",1657
"15-19","21.3999996185303","22.7000007629395","22","4530","Incidence",20568825,"All Cancer Sites Combined","2005-04-01 00:00:00",1658
"5-9","11.3000001907349","12.3000001907349","11.8000001907349","2196","Incidence",18574692,"All Cancer Sites Combined","2005-04-01 00:00:00",1659
"<1","23.3999996185303","26.5","24.8999996185303","955","Incidence",3833673,"All Cancer Sites Combined","2005-04-01 00:00:00",1660
"1-4","0.400000005960464","0.699999988079071","0.5","84","Mortality",15913007,"Brain and Other Nervous System","2005-04-01 00:00:00",1661
"10-14","0.5","0.800000011920929","0.600000023841858","136","Mortality",21212579,"Brain and Other Nervous System","2005-04-01 00:00:00",1662
"15-19","0.5","0.699999988079071","0.5","118","Mortality",21486214,"Brain and Other Nervous System","2005-04-01 00:00:00",1663
"5-9","0.800000011920929","1.10000002384186","1","188","Mortality",19389067,"Brain and Other Nervous System","2005-04-01 00:00:00",1664
"<1","0.300000011920929","0.699999988079071","0.400000005960464","18","Mortality",4004393,"Brain and Other Nervous System","2005-04-01 00:00:00",1665
"1-4","3.90000009536743","4.59999990463257","4.19999980926514","642","Incidence",15239198,"Brain and Other Nervous System","2005-04-01 00:00:00",1666
"10-14","2.40000009536743","2.79999995231628","2.59999990463257","523","Incidence",20325535,"Brain and Other Nervous System","2005-04-01 00:00:00",1667
"15-19","2","2.40000009536743","2.20000004768372","447","Incidence",20568825,"Brain and Other Nervous System","2005-04-01 00:00:00",1668
"5-9","3.09999990463257","3.59999990463257","3.40000009536743","626","Incidence",18574692,"Brain and Other Nervous System","2005-04-01 00:00:00",1669
"<1","3","4.30000019073486","3.59999990463257","139","Incidence",3833673,"Brain and Other Nervous System","2005-04-01 00:00:00",1670
"1-4","null","null","null","null","Mortality",7785123,"Cervix","2005-04-01 00:00:00",1671
"10-14","null","null","null","null","Mortality",10348382,"Cervix","2005-04-01 00:00:00",1672
"15-19","null","null","null","null","Mortality",10434789,"Cervix","2005-04-01 00:00:00",1673
"5-9","null","null","null","null","Mortality",9473900,"Cervix","2005-04-01 00:00:00",1674
"<1","null","null","null","null","Mortality",1956682,"Cervix","2005-04-01 00:00:00",1675
"1-4","null","null","null","null","Incidence",7454817,"Cervix","2005-04-01 00:00:00",1676
"10-14","null","null","null","null","Incidence",9916033,"Cervix","2005-04-01 00:00:00",1677
"15-19","0.100000001490116","0.300000011920929","0.200000002980232","16","Incidence",9986191,"Cervix","2005-04-01 00:00:00",1678
"5-9","null","null","null","null","Incidence",9075423,"Cervix","2005-04-01 00:00:00",1679
"<1","null","null","null","null","Incidence",1873308,"Cervix","2005-04-01 00:00:00",1680
"1-4","null","null","null","null","Mortality",15913007,"Colon and Rectum","2005-04-01 00:00:00",1681
"10-14","null","null","null","null","Mortality",21212579,"Colon and Rectum","2005-04-01 00:00:00",1682
"15-19","null","null","null","null","Mortality",21486214,"Colon and Rectum","2005-04-01 00:00:00",1683
"5-9","null","null","null","null","Mortality",19389067,"Colon and Rectum","2005-04-01 00:00:00",1684
"<1","null","null","null","null","Mortality",4004393,"Colon and Rectum","2005-04-01 00:00:00",1685
"1-4","null","null","null","null","Incidence",15239198,"Colon and Rectum","2005-04-01 00:00:00",1686
"10-14","null","null","null","null","Incidence",20325535,"Colon and Rectum","2005-04-01 00:00:00",1687
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","65","Incidence",20568825,"Colon and Rectum","2005-04-01 00:00:00",1688
"5-9","null","null","null","null","Incidence",18574692,"Colon and Rectum","2005-04-01 00:00:00",1689
"<1","null","null","null","null","Incidence",3833673,"Colon and Rectum","2005-04-01 00:00:00",1690
"1-4","null","null","null","null","Mortality",7785123,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1691
"10-14","null","null","null","null","Mortality",10348382,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1692
"15-19","null","null","null","null","Mortality",10434789,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1693
"5-9","null","null","null","null","Mortality",9473900,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1694
"<1","null","null","null","null","Mortality",1956682,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1695
"1-4","null","null","null","null","Incidence",7454817,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1696
"10-14","null","null","null","null","Incidence",9916033,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1697
"15-19","null","null","null","null","Incidence",9986191,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1698
"5-9","null","null","null","null","Incidence",9075423,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1699
"<1","null","null","null","null","Incidence",1873308,"Corpus and Uterus, NOS","2005-04-01 00:00:00",1700
"1-4","null","null","null","null","Mortality",15913007,"Esophagus","2005-04-01 00:00:00",1701
"10-14","null","null","null","null","Mortality",21212579,"Esophagus","2005-04-01 00:00:00",1702
"15-19","null","null","null","null","Mortality",21486214,"Esophagus","2005-04-01 00:00:00",1703
"5-9","null","null","null","null","Mortality",19389067,"Esophagus","2005-04-01 00:00:00",1704
"<1","null","null","null","null","Mortality",4004393,"Esophagus","2005-04-01 00:00:00",1705
"1-4","null","null","null","null","Incidence",15239198,"Esophagus","2005-04-01 00:00:00",1706
"10-14","null","null","null","null","Incidence",20325535,"Esophagus","2005-04-01 00:00:00",1707
"15-19","null","null","null","null","Incidence",20568825,"Esophagus","2005-04-01 00:00:00",1708
"5-9","null","null","null","null","Incidence",18574692,"Esophagus","2005-04-01 00:00:00",1709
"<1","null","null","null","null","Incidence",3833673,"Esophagus","2005-04-01 00:00:00",1710
"1-4","null","null","null","null","Mortality",7785123,"Female Breast","2005-04-01 00:00:00",1711
"10-14","null","null","null","null","Mortality",10348382,"Female Breast","2005-04-01 00:00:00",1712
"15-19","null","null","null","null","Mortality",10434789,"Female Breast","2005-04-01 00:00:00",1713
"5-9","null","null","null","null","Mortality",9473900,"Female Breast","2005-04-01 00:00:00",1714
"<1","null","null","null","null","Mortality",1956682,"Female Breast","2005-04-01 00:00:00",1715
"1-4","null","null","null","null","Incidence",7454817,"Female Breast","2005-04-01 00:00:00",1716
"10-14","null","null","null","null","Incidence",9916033,"Female Breast","2005-04-01 00:00:00",1717
"15-19","null","null","null","null","Incidence",9986191,"Female Breast","2005-04-01 00:00:00",1718
"5-9","null","null","null","null","Incidence",9075423,"Female Breast","2005-04-01 00:00:00",1719
"<1","null","null","null","null","Incidence",1873308,"Female Breast","2005-04-01 00:00:00",1720
"1-4","null","null","null","null","Incidence",7454817,"Female Breast, <i>in situ</i>","2005-04-01 00:00:00",1721
"10-14","null","null","null","null","Incidence",9916033,"Female Breast, <i>in situ</i>","2005-04-01 00:00:00",1722
"15-19","null","null","null","null","Incidence",9986191,"Female Breast, <i>in situ</i>","2005-04-01 00:00:00",1723
"5-9","null","null","null","null","Incidence",9075423,"Female Breast, <i>in situ</i>","2005-04-01 00:00:00",1724
"<1","null","null","null","null","Incidence",1873308,"Female Breast, <i>in situ</i>","2005-04-01 00:00:00",1725
"1-4","null","null","null","null","Mortality",15913007,"Hodgkin Lymphoma","2005-04-01 00:00:00",1726
"10-14","null","null","null","null","Mortality",21212579,"Hodgkin Lymphoma","2005-04-01 00:00:00",1727
"15-19","null","null","null","null","Mortality",21486214,"Hodgkin Lymphoma","2005-04-01 00:00:00",1728
"5-9","null","null","null","null","Mortality",19389067,"Hodgkin Lymphoma","2005-04-01 00:00:00",1729
"<1","null","null","null","null","Mortality",4004393,"Hodgkin Lymphoma","2005-04-01 00:00:00",1730
"1-4","null","null","null","null","Incidence",15239198,"Hodgkin Lymphoma","2005-04-01 00:00:00",1731
"10-14","1.10000002384186","1.39999997615814","1.20000004768372","254","Incidence",20325535,"Hodgkin Lymphoma","2005-04-01 00:00:00",1732
"15-19","3","3.5","3.29999995231628","672","Incidence",20568825,"Hodgkin Lymphoma","2005-04-01 00:00:00",1733
"5-9","0.300000011920929","0.5","0.400000005960464","73","Incidence",18574692,"Hodgkin Lymphoma","2005-04-01 00:00:00",1734
"<1","null","null","null","null","Incidence",3833673,"Hodgkin Lymphoma","2005-04-01 00:00:00",1735
"1-4","null","null","null","null","Mortality",15913007,"Kaposi Sarcoma","2005-04-01 00:00:00",1736
"10-14","null","null","null","null","Mortality",21212579,"Kaposi Sarcoma","2005-04-01 00:00:00",1737
"15-19","null","null","null","null","Mortality",21486214,"Kaposi Sarcoma","2005-04-01 00:00:00",1738
"5-9","null","null","null","null","Mortality",19389067,"Kaposi Sarcoma","2005-04-01 00:00:00",1739
"<1","null","null","null","null","Mortality",4004393,"Kaposi Sarcoma","2005-04-01 00:00:00",1740
"1-4","null","null","null","null","Incidence",15239198,"Kaposi Sarcoma","2005-04-01 00:00:00",1741
"10-14","null","null","null","null","Incidence",20325535,"Kaposi Sarcoma","2005-04-01 00:00:00",1742
"15-19","null","null","null","null","Incidence",20568825,"Kaposi Sarcoma","2005-04-01 00:00:00",1743
"5-9","null","null","null","null","Incidence",18574692,"Kaposi Sarcoma","2005-04-01 00:00:00",1744
"<1","null","null","null","null","Incidence",3833673,"Kaposi Sarcoma","2005-04-01 00:00:00",1745
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","16","Mortality",15913007,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1746
"10-14","null","null","null","null","Mortality",21212579,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1747
"15-19","null","null","null","null","Mortality",21486214,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1748
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","20","Mortality",19389067,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1749
"<1","null","null","null","null","Mortality",4004393,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1750
"1-4","1.89999997615814","2.29999995231628","2.09999990463257","318","Incidence",15239198,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1751
"10-14","0.100000001490116","0.200000002980232","0.100000001490116","25","Incidence",20325535,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1752
"15-19","0.200000002980232","0.300000011920929","0.200000002980232","48","Incidence",20568825,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1753
"5-9","0.400000005960464","0.600000023841858","0.5","97","Incidence",18574692,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1754
"<1","1.10000002384186","1.89999997615814","1.5","56","Incidence",3833673,"Kidney and Renal Pelvis","2005-04-01 00:00:00",1755
"1-4","null","null","null","null","Mortality",15913007,"Larynx","2005-04-01 00:00:00",1756
"10-14","null","null","null","null","Mortality",21212579,"Larynx","2005-04-01 00:00:00",1757
"15-19","null","null","null","null","Mortality",21486214,"Larynx","2005-04-01 00:00:00",1758
"5-9","null","null","null","null","Mortality",19389067,"Larynx","2005-04-01 00:00:00",1759
"<1","null","null","null","null","Mortality",4004393,"Larynx","2005-04-01 00:00:00",1760
"1-4","null","null","null","null","Incidence",15239198,"Larynx","2005-04-01 00:00:00",1761
"10-14","null","null","null","null","Incidence",20325535,"Larynx","2005-04-01 00:00:00",1762
"15-19","null","null","null","null","Incidence",20568825,"Larynx","2005-04-01 00:00:00",1763
"5-9","null","null","null","null","Incidence",18574692,"Larynx","2005-04-01 00:00:00",1764
"<1","null","null","null","null","Incidence",3833673,"Larynx","2005-04-01 00:00:00",1765
"1-4","0.600000023841858","0.899999976158142","0.800000011920929","120","Mortality",15913007,"Leukemias","2005-04-01 00:00:00",1766
"10-14","0.600000023841858","0.800000011920929","0.699999988079071","150","Mortality",21212579,"Leukemias","2005-04-01 00:00:00",1767
"15-19","0.899999976158142","1.20000004768372","1","223","Mortality",21486214,"Leukemias","2005-04-01 00:00:00",1768
"5-9","0.5","0.800000011920929","0.600000023841858","125","Mortality",19389067,"Leukemias","2005-04-01 00:00:00",1769
"<1","0.300000011920929","0.800000011920929","0.5","22","Mortality",4004393,"Leukemias","2005-04-01 00:00:00",1770
"1-4","8.19999980926514","9.10000038146973","8.69999980926514","1320","Incidence",15239198,"Leukemias","2005-04-01 00:00:00",1771
"10-14","2.59999990463257","3.09999990463257","2.79999995231628","572","Incidence",20325535,"Leukemias","2005-04-01 00:00:00",1772
"15-19","2.5","3","2.70000004768372","565","Incidence",20568825,"Leukemias","2005-04-01 00:00:00",1773
"5-9","3.5","4.09999990463257","3.79999995231628","704","Incidence",18574692,"Leukemias","2005-04-01 00:00:00",1774
"<1","3.79999995231628","5.09999990463257","4.40000009536743","169","Incidence",3833673,"Leukemias","2005-04-01 00:00:00",1775
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","21","Mortality",15913007,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1776
"10-14","null","null","null","null","Mortality",21212579,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1777
"15-19","null","null","null","null","Mortality",21486214,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1778
"5-9","null","null","null","null","Mortality",19389067,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1779
"<1","null","null","null","null","Mortality",4004393,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1780
"1-4","0.400000005960464","0.600000023841858","0.5","77","Incidence",15239198,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1781
"10-14","0.100000001490116","0.200000002980232","0.100000001490116","24","Incidence",20325535,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1782
"15-19","0.100000001490116","0.200000002980232","0.100000001490116","25","Incidence",20568825,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1783
"5-9","null","null","null","null","Incidence",18574692,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1784
"<1","0.800000011920929","1.5","1.10000002384186","42","Incidence",3833673,"Liver and Intrahepatic Bile Duct","2005-04-01 00:00:00",1785
"1-4","null","null","null","null","Mortality",15913007,"Lung and Bronchus","2005-04-01 00:00:00",1786
"10-14","null","null","null","null","Mortality",21212579,"Lung and Bronchus","2005-04-01 00:00:00",1787
"15-19","null","null","null","null","Mortality",21486214,"Lung and Bronchus","2005-04-01 00:00:00",1788
"5-9","null","null","null","null","Mortality",19389067,"Lung and Bronchus","2005-04-01 00:00:00",1789
"<1","null","null","null","null","Mortality",4004393,"Lung and Bronchus","2005-04-01 00:00:00",1790
"1-4","null","null","null","null","Incidence",15239198,"Lung and Bronchus","2005-04-01 00:00:00",1791
"<1","null","null","null","null","Mortality",3953696,"Esophagus","2010-04-01 00:00:00",3385
"1-4","null","null","null","null","Incidence",15793957,"Esophagus","2010-04-01 00:00:00",3386
"10-14","null","null","null","null","Incidence",20130192,"Esophagus","2010-04-01 00:00:00",3387
"15-19","null","null","null","null","Incidence",21410166,"Esophagus","2010-04-01 00:00:00",3388
"5-9","null","null","null","null","Incidence",19780537,"Esophagus","2010-04-01 00:00:00",3389
"<1","null","null","null","null","Incidence",3846294,"Esophagus","2010-04-01 00:00:00",3390
"1-4","null","null","null","null","Mortality",7943788,"Female Breast","2010-04-01 00:00:00",3391
"10-14","null","null","null","null","Mortality",10101254,"Female Breast","2010-04-01 00:00:00",3392
"15-19","null","null","null","null","Mortality",10701385,"Female Breast","2010-04-01 00:00:00",3393
"5-9","null","null","null","null","Mortality",9951001,"Female Breast","2010-04-01 00:00:00",3394
"<1","null","null","null","null","Mortality",1933518,"Female Breast","2010-04-01 00:00:00",3395
"1-4","null","null","null","null","Incidence",7725482,"Female Breast","2010-04-01 00:00:00",3396
"10-14","null","null","null","null","Incidence",9832517,"Female Breast","2010-04-01 00:00:00",3397
"15-19","0.100000001490116","0.300000011920929","0.200000002980232","21","Incidence",10423544,"Female Breast","2010-04-01 00:00:00",3398
"5-9","null","null","null","null","Incidence",9681360,"Female Breast","2010-04-01 00:00:00",3399
"<1","null","null","null","null","Incidence",1881169,"Female Breast","2010-04-01 00:00:00",3400
"1-4","null","null","null","null","Incidence",7725482,"Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3401
"10-14","null","null","null","null","Incidence",9832517,"Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3402
"15-19","null","null","null","null","Incidence",10423544,"Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3403
"5-9","null","null","null","null","Incidence",9681360,"Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3404
"<1","null","null","null","null","Incidence",1881169,"Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3405
"1-4","null","null","null","null","Mortality",16239246,"Hodgkin Lymphoma","2010-04-01 00:00:00",3406
"10-14","null","null","null","null","Mortality",20680135,"Hodgkin Lymphoma","2010-04-01 00:00:00",3407
"15-19","null","null","null","null","Mortality",21980141,"Hodgkin Lymphoma","2010-04-01 00:00:00",3408
"5-9","null","null","null","null","Mortality",20332370,"Hodgkin Lymphoma","2010-04-01 00:00:00",3409
"<1","null","null","null","null","Mortality",3953696,"Hodgkin Lymphoma","2010-04-01 00:00:00",3410
"1-4","null","null","null","null","Incidence",15793957,"Hodgkin Lymphoma","2010-04-01 00:00:00",3411
"10-14","1","1.29999995231628","1.10000002384186","224","Incidence",20130192,"Hodgkin Lymphoma","2010-04-01 00:00:00",3412
"15-19","2.90000009536743","3.40000009536743","3.09999990463257","669","Incidence",21410166,"Hodgkin Lymphoma","2010-04-01 00:00:00",3413
"5-9","0.300000011920929","0.5","0.400000005960464","76","Incidence",19780537,"Hodgkin Lymphoma","2010-04-01 00:00:00",3414
"<1","null","null","null","null","Incidence",3846294,"Hodgkin Lymphoma","2010-04-01 00:00:00",3415
"1-4","null","null","null","null","Mortality",16239246,"Kaposi Sarcoma","2010-04-01 00:00:00",3416
"10-14","null","null","null","null","Mortality",20680135,"Kaposi Sarcoma","2010-04-01 00:00:00",3417
"15-19","null","null","null","null","Mortality",21980141,"Kaposi Sarcoma","2010-04-01 00:00:00",3418
"5-9","null","null","null","null","Mortality",20332370,"Kaposi Sarcoma","2010-04-01 00:00:00",3419
"<1","null","null","null","null","Mortality",3953696,"Kaposi Sarcoma","2010-04-01 00:00:00",3420
"1-4","null","null","null","null","Incidence",15793957,"Kaposi Sarcoma","2010-04-01 00:00:00",3421
"10-14","null","null","null","null","Incidence",20130192,"Kaposi Sarcoma","2010-04-01 00:00:00",3422
"15-19","null","null","null","null","Incidence",21410166,"Kaposi Sarcoma","2010-04-01 00:00:00",3423
"5-9","null","null","null","null","Incidence",19780537,"Kaposi Sarcoma","2010-04-01 00:00:00",3424
"<1","null","null","null","null","Incidence",3846294,"Kaposi Sarcoma","2010-04-01 00:00:00",3425
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","16","Mortality",16239246,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3426
"10-14","null","null","null","null","Mortality",20680135,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3427
"15-19","null","null","null","null","Mortality",21980141,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3428
"5-9","0.100000001490116","0.100000001490116","0.100000001490116","19","Mortality",20332370,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3429
"<1","null","null","null","null","Mortality",3953696,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3430
"1-4","1.89999997615814","2.29999995231628","2.09999990463257","328","Incidence",15793957,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3431
"10-14","0.100000001490116","0.200000002980232","0.100000001490116","25","Incidence",20130192,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3432
"15-19","0.100000001490116","0.200000002980232","0.100000001490116","32","Incidence",21410166,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3433
"5-9","0.400000005960464","0.699999988079071","0.5","108","Incidence",19780537,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3434
"<1","1.20000004768372","2","1.5","59","Incidence",3846294,"Kidney and Renal Pelvis","2010-04-01 00:00:00",3435
"1-4","null","null","null","null","Mortality",16239246,"Larynx","2010-04-01 00:00:00",3436
"10-14","null","null","null","null","Mortality",20680135,"Larynx","2010-04-01 00:00:00",3437
"15-19","null","null","null","null","Mortality",21980141,"Larynx","2010-04-01 00:00:00",3438
"5-9","null","null","null","null","Mortality",20332370,"Larynx","2010-04-01 00:00:00",3439
"<1","null","null","null","null","Mortality",3953696,"Larynx","2010-04-01 00:00:00",3440
"1-4","null","null","null","null","Incidence",15793957,"Larynx","2010-04-01 00:00:00",3441
"10-14","null","null","null","null","Incidence",20130192,"Larynx","2010-04-01 00:00:00",3442
"15-19","null","null","null","null","Incidence",21410166,"Larynx","2010-04-01 00:00:00",3443
"5-9","null","null","null","null","Incidence",19780537,"Larynx","2010-04-01 00:00:00",3444
"<1","null","null","null","null","Incidence",3846294,"Larynx","2010-04-01 00:00:00",3445
"1-4","0.600000023841858","0.800000011920929","0.699999988079071","112","Mortality",16239246,"Leukemias","2010-04-01 00:00:00",3446
"10-14","0.600000023841858","0.800000011920929","0.699999988079071","142","Mortality",20680135,"Leukemias","2010-04-01 00:00:00",3447
"15-19","0.600000023841858","0.899999976158142","0.699999988079071","163","Mortality",21980141,"Leukemias","2010-04-01 00:00:00",3448
"5-9","0.400000005960464","0.699999988079071","0.5","111","Mortality",20332370,"Leukemias","2010-04-01 00:00:00",3449
"<1","0.400000005960464","0.899999976158142","0.600000023841858","25","Mortality",3953696,"Leukemias","2010-04-01 00:00:00",3450
"1-4","8.39999961853027","9.30000019073486","8.80000019073486","1396","Incidence",15793957,"Leukemias","2010-04-01 00:00:00",3451
"10-14","2.79999995231628","3.29999995231628","3.09999990463257","616","Incidence",20130192,"Leukemias","2010-04-01 00:00:00",3452
"15-19","2.59999990463257","3.09999990463257","2.79999995231628","604","Incidence",21410166,"Leukemias","2010-04-01 00:00:00",3453
"5-9","3.90000009536743","4.40000009536743","4.09999990463257","820","Incidence",19780537,"Leukemias","2010-04-01 00:00:00",3454
"<1","3.90000009536743","5.19999980926514","4.5","173","Incidence",3846294,"Leukemias","2010-04-01 00:00:00",3455
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","19","Mortality",16239246,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3456
"10-14","null","null","null","null","Mortality",20680135,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3457
"15-19","null","null","null","null","Mortality",21980141,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3458
"5-9","null","null","null","null","Mortality",20332370,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3459
"<1","null","null","null","null","Mortality",3953696,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3460
"1-4","0.5","0.800000011920929","0.600000023841858","99","Incidence",15793957,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3461
"10-14","0.100000001490116","0.200000002980232","0.100000001490116","28","Incidence",20130192,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3462
"15-19","0.100000001490116","0.200000002980232","0.200000002980232","35","Incidence",21410166,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3463
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","24","Incidence",19780537,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3464
"<1","1.10000002384186","1.89999997615814","1.5","56","Incidence",3846294,"Liver and Intrahepatic Bile Duct","2010-04-01 00:00:00",3465
"1-4","null","null","null","null","Mortality",16239246,"Lung and Bronchus","2010-04-01 00:00:00",3466
"10-14","null","null","null","null","Mortality",20680135,"Lung and Bronchus","2010-04-01 00:00:00",3467
"15-19","null","null","null","null","Mortality",21980141,"Lung and Bronchus","2010-04-01 00:00:00",3468
"5-9","null","null","null","null","Mortality",20332370,"Lung and Bronchus","2010-04-01 00:00:00",3469
"<1","null","null","null","null","Mortality",3953696,"Lung and Bronchus","2010-04-01 00:00:00",3470
"1-4","null","null","null","null","Incidence",15793957,"Lung and Bronchus","2010-04-01 00:00:00",3471
"10-14","null","null","null","null","Incidence",20130192,"Lung and Bronchus","2010-04-01 00:00:00",3472
"15-19","0.100000001490116","0.200000002980232","0.100000001490116","28","Incidence",21410166,"Lung and Bronchus","2010-04-01 00:00:00",3473
"5-9","null","null","null","null","Incidence",19780537,"Lung and Bronchus","2010-04-01 00:00:00",3474
"<1","null","null","null","null","Incidence",3846294,"Lung and Bronchus","2010-04-01 00:00:00",3475
"1-4","null","null","null","null","Mortality",7943788,"Male and Female Breast","2010-04-01 00:00:00",3476
"10-14","null","null","null","null","Mortality",10101254,"Male and Female Breast","2010-04-01 00:00:00",3477
"15-19","null","null","null","null","Mortality",10701385,"Male and Female Breast","2010-04-01 00:00:00",3478
"5-9","null","null","null","null","Mortality",9951001,"Male and Female Breast","2010-04-01 00:00:00",3479
"<1","null","null","null","null","Mortality",1933518,"Male and Female Breast","2010-04-01 00:00:00",3480
"1-4","null","null","null","null","Incidence",7725482,"Male and Female Breast","2010-04-01 00:00:00",3481
"10-14","null","null","null","null","Incidence",9832517,"Male and Female Breast","2010-04-01 00:00:00",3482
"15-19","0.100000001490116","0.300000011920929","0.200000002980232","21","Incidence",10423544,"Male and Female Breast","2010-04-01 00:00:00",3483
"5-9","null","null","null","null","Incidence",9681360,"Male and Female Breast","2010-04-01 00:00:00",3484
"<1","null","null","null","null","Incidence",1881169,"Male and Female Breast","2010-04-01 00:00:00",3485
"1-4","null","null","null","null","Incidence",7725482,"Male and Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3486
"10-14","null","null","null","null","Incidence",9832517,"Male and Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3487
"15-19","null","null","null","null","Incidence",10423544,"Male and Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3488
"5-9","null","null","null","null","Incidence",9681360,"Male and Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3489
"<1","null","null","null","null","Incidence",1881169,"Male and Female Breast, <i>in situ</i>","2010-04-01 00:00:00",3490
"1-4","null","null","null","null","Mortality",16239246,"Melanomas of the Skin","2010-04-01 00:00:00",3491
"10-14","null","null","null","null","Mortality",20680135,"Melanomas of the Skin","2010-04-01 00:00:00",3492
"15-19","null","null","null","null","Mortality",21980141,"Melanomas of the Skin","2010-04-01 00:00:00",3493
