"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","BEHAVIOR","COUNT","POPULATION","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE","SERIALID"
"0-19","null","null","null","Benign/Borderline","null",78541923,"Male and Female","Glioblastoma","2005-04-01 00:00:00","null","null","null",1299
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","94",78541923,"Male and Female","Glioblastoma","2005-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1300
"0-19","null","null","null","Benign/Borderline","null",78847112,"Male and Female","Glioblastoma","2006-04-01 00:00:00","null","null","null",1301
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","105",78847112,"Male and Female","Glioblastoma","2006-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1302
"0-19","null","null","null","Benign/Borderline","null",81315506,"Male and Female","Glioblastoma","2007-04-01 00:00:00","null","null","null",1305
"0-19","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","128",81315506,"Male and Female","Glioblastoma","2007-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",1306
"0-19","null","null","null","Benign/Borderline","null",81683260,"Male and Female","Glioblastoma","2008-04-01 00:00:00","null","null","null",1307
"0-19","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","123",81683260,"Male and Female","Glioblastoma","2008-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",1308
"0-19","null","null","null","Benign/Borderline","null",81846618,"Male and Female","Glioblastoma","2009-04-01 00:00:00","null","null","null",1309
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","118",81846618,"Male and Female","Glioblastoma","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1310
"0-19","null","null","null","Benign/Borderline","null",80961146,"Male and Female","Glioblastoma","2010-04-01 00:00:00","null","null","null",1311
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","114",80961146,"Male and Female","Glioblastoma","2010-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1312
"0-19","null","null","null","Benign/Borderline","null",78301500,"Male and Female","Glioma malignant, NOS","2004-04-01 00:00:00","null","null","null",1313
"0-19","0.5","0.600000023841858","0.600000023841858","Malignant","450",78301500,"Male and Female","Glioma malignant, NOS","2004-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",1314
"0-19","null","null","null","Benign/Borderline","null",78541923,"Male and Female","Glioma malignant, NOS","2005-04-01 00:00:00","null","null","null",1315
"0-19","0.5","0.600000023841858","0.600000023841858","Malignant","437",78541923,"Male and Female","Glioma malignant, NOS","2005-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",1316
"0-19","null","null","null","Benign/Borderline","null",78847112,"Male and Female","Glioma malignant, NOS","2006-04-01 00:00:00","null","null","null",1317
"0-19","0.5","0.699999988079071","0.600000023841858","Malignant","465",78847112,"Male and Female","Glioma malignant, NOS","2006-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",1318
"0-19","null","null","null","Benign/Borderline","null",81315506,"Male and Female","Glioma malignant, NOS","2007-04-01 00:00:00","null","null","null",1321
"0-19","0.600000023841858","0.699999988079071","0.600000023841858","Malignant","491",81315506,"Male and Female","Glioma malignant, NOS","2007-04-01 00:00:00","0.600000023841858","0.699999988079071","0.600000023841858",1322
"0-19","null","null","null","Benign/Borderline","null",81683260,"Male and Female","Glioma malignant, NOS","2008-04-01 00:00:00","null","null","null",1323
"0-19","0.600000023841858","0.699999988079071","0.600000023841858","Malignant","504",81683260,"Male and Female","Glioma malignant, NOS","2008-04-01 00:00:00","0.600000023841858","0.699999988079071","0.600000023841858",1324
"0-19","null","null","null","Benign/Borderline","null",81846618,"Male and Female","Glioma malignant, NOS","2009-04-01 00:00:00","null","null","null",1325
"0-19","0.600000023841858","0.699999988079071","0.699999988079071","Malignant","531",81846618,"Male and Female","Glioma malignant, NOS","2009-04-01 00:00:00","0.600000023841858","0.699999988079071","0.600000023841858",1326
"0-19","0","0","0","Benign/Borderline","19",80961146,"Male and Female","Glioma malignant, NOS","2010-04-01 00:00:00","0","0","0",1327
"0-19","0.5","0.600000023841858","0.600000023841858","Malignant","446",80961146,"Male and Female","Glioma malignant, NOS","2010-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",1328
"0-19","0","0.100000001490116","0","Benign/Borderline","28",78301500,"Male and Female","Hemangioblastoma","2004-04-01 00:00:00","0","0.100000001490116","0",1329
"0-19","null","null","null","Malignant","null",78301500,"Male and Female","Hemangioblastoma","2004-04-01 00:00:00","null","null","null",1330
"0-19","0","0","0","Benign/Borderline","24",78541923,"Male and Female","Hemangioblastoma","2005-04-01 00:00:00","0","0","0",1331
"0-19","null","null","null","Malignant","null",78541923,"Male and Female","Hemangioblastoma","2005-04-01 00:00:00","null","null","null",1332
"0-19","0","0","0","Benign/Borderline","22",78847112,"Male and Female","Hemangioblastoma","2006-04-01 00:00:00","0","0","0",1333
"0-19","null","null","null","Malignant","null",78847112,"Male and Female","Hemangioblastoma","2006-04-01 00:00:00","null","null","null",1334
"0-19","0","0.100000001490116","0","Benign/Borderline","35",81315506,"Male and Female","Hemangioblastoma","2007-04-01 00:00:00","0","0.100000001490116","0",1337
"0-19","null","null","null","Malignant","null",81315506,"Male and Female","Hemangioblastoma","2007-04-01 00:00:00","null","null","null",1338
"0-19","0","0","0","Benign/Borderline","19",81683260,"Male and Female","Hemangioblastoma","2008-04-01 00:00:00","0","0","0",1339
"0-19","null","null","null","Malignant","null",81683260,"Male and Female","Hemangioblastoma","2008-04-01 00:00:00","null","null","null",1340
"0-19","0","0","0","Benign/Borderline","23",81846618,"Male and Female","Hemangioblastoma","2009-04-01 00:00:00","0","0","0",1341
"0-19","null","null","null","Malignant","null",81846618,"Male and Female","Hemangioblastoma","2009-04-01 00:00:00","null","null","null",1342
"0-19","0","0","0","Benign/Borderline","19",80961146,"Male and Female","Hemangioblastoma","2010-04-01 00:00:00","0","0","0",1343
"0-19","null","null","null","Malignant","null",80961146,"Male and Female","Hemangioblastoma","2010-04-01 00:00:00","null","null","null",1344
"0-19","0","0.100000001490116","0","Benign/Borderline","35",78301500,"Male and Female","Hemangioma","2004-04-01 00:00:00","0","0.100000001490116","0",1345
"0-19","null","null","null","Malignant","null",78301500,"Male and Female","Hemangioma","2004-04-01 00:00:00","null","null","null",1346
"0-19","0","0.100000001490116","0","Benign/Borderline","39",78541923,"Male and Female","Hemangioma","2005-04-01 00:00:00","0","0.100000001490116","0",1347
"0-19","null","null","null","Malignant","null",78541923,"Male and Female","Hemangioma","2005-04-01 00:00:00","null","null","null",1348
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","55",78847112,"Male and Female","Hemangioma","2006-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1349
"0-19","null","null","null","Malignant","null",78847112,"Male and Female","Hemangioma","2006-04-01 00:00:00","null","null","null",1350
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","63",81315506,"Male and Female","Hemangioma","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1353
"0-19","null","null","null","Malignant","null",81315506,"Male and Female","Hemangioma","2007-04-01 00:00:00","null","null","null",1354
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","68",81683260,"Male and Female","Hemangioma","2008-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1355
"0-19","null","null","null","Malignant","null",81683260,"Male and Female","Hemangioma","2008-04-01 00:00:00","null","null","null",1356
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","92",81846618,"Male and Female","Hemangioma","2009-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1357
"0-19","null","null","null","Malignant","null",81846618,"Male and Female","Hemangioma","2009-04-01 00:00:00","null","null","null",1358
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","79",80961146,"Male and Female","Hemangioma","2010-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1359
"0-19","null","null","null","Malignant","null",80961146,"Male and Female","Hemangioma","2010-04-01 00:00:00","null","null","null",1360
"0-19","null","null","null","Benign/Borderline","null",78301500,"Male and Female","Local Extensions from Regional Tumors","2004-04-01 00:00:00","null","null","null",1361
"0-19","null","null","null","Malignant","null",78301500,"Male and Female","Local Extensions from Regional Tumors","2004-04-01 00:00:00","null","null","null",1362
"0-19","null","null","null","Benign/Borderline","null",78541923,"Male and Female","Local Extensions from Regional Tumors","2005-04-01 00:00:00","null","null","null",1363
"0-19","null","null","null","Malignant","null",78541923,"Male and Female","Local Extensions from Regional Tumors","2005-04-01 00:00:00","null","null","null",1364
"0-19","null","null","null","Benign/Borderline","null",78847112,"Male and Female","Local Extensions from Regional Tumors","2006-04-01 00:00:00","null","null","null",1365
"0-19","null","null","null","Malignant","null",78847112,"Male and Female","Local Extensions from Regional Tumors","2006-04-01 00:00:00","null","null","null",1366
"0-19","null","null","null","Benign/Borderline","null",81315506,"Male and Female","Local Extensions from Regional Tumors","2007-04-01 00:00:00","null","null","null",1369
"0-19","null","null","null","Malignant","null",81315506,"Male and Female","Local Extensions from Regional Tumors","2007-04-01 00:00:00","null","null","null",1370
"0-19","null","null","null","Benign/Borderline","null",81683260,"Male and Female","Local Extensions from Regional Tumors","2008-04-01 00:00:00","null","null","null",1371
"0-19","null","null","null","Malignant","null",81683260,"Male and Female","Local Extensions from Regional Tumors","2008-04-01 00:00:00","null","null","null",1372
"0-19","null","null","null","Benign/Borderline","null",81846618,"Male and Female","Local Extensions from Regional Tumors","2009-04-01 00:00:00","null","null","null",1373
"0-19","null","null","null","Malignant","null",81846618,"Male and Female","Local Extensions from Regional Tumors","2009-04-01 00:00:00","null","null","null",1374
"0-19","null","null","null","Benign/Borderline","null",80961146,"Male and Female","Local Extensions from Regional Tumors","2010-04-01 00:00:00","null","null","null",1375
"0-19","null","null","null","Malignant","null",80961146,"Male and Female","Local Extensions from Regional Tumors","2010-04-01 00:00:00","null","null","null",1376
"0-19","null","null","null","Benign/Borderline","null",78301500,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2004-04-01 00:00:00","null","null","null",1377
"0-19","0","0","0","Malignant","16",78301500,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2004-04-01 00:00:00","0","0","0",1378
"0-19","null","null","null","Benign/Borderline","null",78541923,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2005-04-01 00:00:00","null","null","null",1379
"0-19","0","0","0","Malignant","20",78541923,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2005-04-01 00:00:00","0","0","0",1380
"0-19","null","null","null","Benign/Borderline","null",78847112,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2006-04-01 00:00:00","null","null","null",1381
"0-19","null","null","null","Malignant","null",78847112,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2006-04-01 00:00:00","null","null","null",1382
"0-19","null","null","null","Benign/Borderline","null",81315506,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2007-04-01 00:00:00","null","null","null",1385
"0-19","null","null","null","Malignant","null",81315506,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2007-04-01 00:00:00","null","null","null",1386
"0-19","null","null","null","Benign/Borderline","null",81683260,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2008-04-01 00:00:00","null","null","null",1387
"0-19","null","null","null","Malignant","null",81683260,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2008-04-01 00:00:00","null","null","null",1388
"0-19","null","null","null","Benign/Borderline","null",81846618,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2009-04-01 00:00:00","null","null","null",1389
"0-19","0","0","0","Malignant","16",81846618,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2009-04-01 00:00:00","0","0","0",1390
"0-19","null","null","null","Benign/Borderline","null",80961146,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2010-04-01 00:00:00","null","null","null",1391
"0-19","null","null","null","Malignant","null",80961146,"Male and Female","Lymphomas and Hematopoietic Neoplasms","2010-04-01 00:00:00","null","null","null",1392
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","82",78301500,"Male and Female","Meningioma","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1393
"0-19","null","null","null","Malignant","null",78301500,"Male and Female","Meningioma","2004-04-01 00:00:00","null","null","null",1394
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","115",78541923,"Male and Female","Meningioma","2005-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1395
"0-19","null","null","null","Malignant","null",78541923,"Male and Female","Meningioma","2005-04-01 00:00:00","null","null","null",1396
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","86",78847112,"Male and Female","Meningioma","2006-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1397
"0-19","null","null","null","Malignant","null",78847112,"Male and Female","Meningioma","2006-04-01 00:00:00","null","null","null",1398
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","101",81315506,"Male and Female","Meningioma","2007-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1401
"0-19","null","null","null","Malignant","null",81315506,"Male and Female","Meningioma","2007-04-01 00:00:00","null","null","null",1402
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","108",81683260,"Male and Female","Meningioma","2008-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1403
"0-19","null","null","null","Malignant","null",81683260,"Male and Female","Meningioma","2008-04-01 00:00:00","null","null","null",1404
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","112",81846618,"Male and Female","Meningioma","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1405
"0-19","null","null","null","Malignant","null",81846618,"Male and Female","Meningioma","2009-04-01 00:00:00","null","null","null",1406
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","101",80961146,"Male and Female","Meningioma","2010-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1407
"0-19","null","null","null","Malignant","null",80961146,"Male and Female","Meningioma","2010-04-01 00:00:00","null","null","null",1408
"0-19","null","null","null","Benign/Borderline","null",78301500,"Male and Female","Mixed glioma","2004-04-01 00:00:00","null","null","null",1409
"0-19","0","0.100000001490116","0","Malignant","31",78301500,"Male and Female","Mixed glioma","2004-04-01 00:00:00","0","0.100000001490116","0",1410
"0-19","null","null","null","Benign/Borderline","null",78541923,"Male and Female","Mixed glioma","2005-04-01 00:00:00","null","null","null",1411
"0-19","0","0.100000001490116","0","Malignant","29",78541923,"Male and Female","Mixed glioma","2005-04-01 00:00:00","0","0.100000001490116","0",1412
"0-19","null","null","null","Benign/Borderline","null",78847112,"Male and Female","Mixed glioma","2006-04-01 00:00:00","null","null","null",1413
"0-19","0","0","0","Malignant","21",78847112,"Male and Female","Mixed glioma","2006-04-01 00:00:00","0","0","0",1414
"0-19","null","null","null","Benign/Borderline","null",81315506,"Male and Female","Mixed glioma","2007-04-01 00:00:00","null","null","null",1417
"0-19","0","0.100000001490116","0","Malignant","33",81315506,"Male and Female","Mixed glioma","2007-04-01 00:00:00","0","0.100000001490116","0",1418
"0-19","null","null","null","Benign/Borderline","null",81683260,"Male and Female","Mixed glioma","2008-04-01 00:00:00","null","null","null",1419
"0-19","0","0.100000001490116","0","Malignant","33",81683260,"Male and Female","Mixed glioma","2008-04-01 00:00:00","0","0.100000001490116","0",1420
"0-19","null","null","null","Benign/Borderline","null",81846618,"Male and Female","Mixed glioma","2009-04-01 00:00:00","null","null","null",1421
"0-19","0","0","0","Malignant","23",81846618,"Male and Female","Mixed glioma","2009-04-01 00:00:00","0","0","0",1422
"0-19","null","null","null","Benign/Borderline","null",80961146,"Male and Female","Mixed glioma","2010-04-01 00:00:00","null","null","null",1423
"0-19","0","0.100000001490116","0","Malignant","34",80961146,"Male and Female","Mixed glioma","2010-04-01 00:00:00","0","0.100000001490116","0",1424
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","58",78301500,"Male and Female","Neoplasm, unspecified","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1425
"0-19","0","0.100000001490116","0.100000001490116","Malignant","40",78301500,"Male and Female","Neoplasm, unspecified","2004-04-01 00:00:00","0","0.100000001490116","0.100000001490116",1426
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","101",78541923,"Male and Female","Neoplasm, unspecified","2005-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1427
"0-19","0","0.100000001490116","0","Malignant","36",78541923,"Male and Female","Neoplasm, unspecified","2005-04-01 00:00:00","0","0.100000001490116","0",1428
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","92",78847112,"Male and Female","Neoplasm, unspecified","2006-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",1429
"0-19","0","0.100000001490116","0.100000001490116","Malignant","48",78847112,"Male and Female","Neoplasm, unspecified","2006-04-01 00:00:00","0","0.100000001490116","0.100000001490116",1430
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","105",81315506,"Male and Female","Neoplasm, unspecified","2007-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1433
"0-19","0","0.100000001490116","0","Malignant","38",81315506,"Male and Female","Neoplasm, unspecified","2007-04-01 00:00:00","0","0.100000001490116","0",1434
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","110",81683260,"Male and Female","Neoplasm, unspecified","2008-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",1435
"0-19","0","0.100000001490116","0","Malignant","36",81683260,"Male and Female","Neoplasm, unspecified","2008-04-01 00:00:00","0","0.100000001490116","0",1436
"0-19","0.100000001490116","0.200000002980232","0.200000002980232","Benign/Borderline","140",81846618,"Male and Female","Neoplasm, unspecified","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",1437
"0-19","0","0.100000001490116","0.100000001490116","Malignant","42",81846618,"Male and Female","Neoplasm, unspecified","2009-04-01 00:00:00","0","0.100000001490116","0.100000001490116",1438
"0-19","0.100000001490116","0.200000002980232","0.200000002980232","Benign/Borderline","136",80961146,"Male and Female","Neoplasm, unspecified","2010-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",1439
"0-19","0","0.100000001490116","0","Malignant","28",80961146,"Male and Female","Neoplasm, unspecified","2010-04-01 00:00:00","0","0","0",1440
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","202",78301500,"Male and Female","Nerve sheath, benign and malignant","2004-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",1441
"0-19","null","null","null","Malignant","null",78301500,"Male and Female","Nerve sheath, benign and malignant","2004-04-01 00:00:00","null","null","null",1442
"0-19","0.300000011920929","0.400000005960464","0.300000011920929","Benign/Borderline","244",78541923,"Male and Female","Nerve sheath, benign and malignant","2005-04-01 00:00:00","0.300000011920929","0.400000005960464","0.300000011920929",1443
"0-19","null","null","null","Malignant","null",78541923,"Male and Female","Nerve sheath, benign and malignant","2005-04-01 00:00:00","null","null","null",1444
"0-19","0.300000011920929","0.400000005960464","0.300000011920929","Benign/Borderline","276",78847112,"Male and Female","Nerve sheath, benign and malignant","2006-04-01 00:00:00","0.300000011920929","0.400000005960464","0.400000005960464",1445
"0-19","null","null","null","Malignant","null",78847112,"Male and Female","Nerve sheath, benign and malignant","2006-04-01 00:00:00","null","null","null",1446
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","231",81315506,"Male and Female","Nerve sheath, benign and malignant","2007-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",1449
"0-19","null","null","null","Malignant","null",81315506,"Male and Female","Nerve sheath, benign and malignant","2007-04-01 00:00:00","null","null","null",1450
"0-19","0.300000011920929","0.300000011920929","0.300000011920929","Benign/Borderline","237",81683260,"Male and Female","Nerve sheath, benign and malignant","2008-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",1451
"0-19","null","null","null","Malignant","null",81683260,"Male and Female","Nerve sheath, benign and malignant","2008-04-01 00:00:00","null","null","null",1452
"0-19","0.300000011920929","0.300000011920929","0.300000011920929","Benign/Borderline","242",81846618,"Male and Female","Nerve sheath, benign and malignant","2009-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",1453
"20+","0","0","0","Malignant","21",103846993,"Male","Local Extensions from Regional Tumors","2007-04-01 00:00:00","0","0","0",2490
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Local Extensions from Regional Tumors","2008-04-01 00:00:00","null","null","null",2491
"20+","0","0","0","Malignant","31",105077378,"Male","Local Extensions from Regional Tumors","2008-04-01 00:00:00","0","0","0",2492
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Local Extensions from Regional Tumors","2009-04-01 00:00:00","null","null","null",2493
"20+","0","0","0","Malignant","25",106309806,"Male","Local Extensions from Regional Tumors","2009-04-01 00:00:00","0","0","0",2494
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Local Extensions from Regional Tumors","2010-04-01 00:00:00","null","null","null",2495
"20+","0","0","0","Malignant","24",106608980,"Male","Local Extensions from Regional Tumors","2010-04-01 00:00:00","0","0","0",2496
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Lymphomas and Hematopoietic Neoplasms","2004-04-01 00:00:00","null","null","null",2497
"20+","0.699999988079071","0.800000011920929","0.800000011920929","Malignant","711",97519135,"Male","Lymphomas and Hematopoietic Neoplasms","2004-04-01 00:00:00","0.699999988079071","0.800000011920929","0.699999988079071",2498
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Lymphomas and Hematopoietic Neoplasms","2005-04-01 00:00:00","null","null","null",2499
"20+","0.699999988079071","0.800000011920929","0.800000011920929","Malignant","737",98707416,"Male","Lymphomas and Hematopoietic Neoplasms","2005-04-01 00:00:00","0.699999988079071","0.800000011920929","0.699999988079071",2500
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Lymphomas and Hematopoietic Neoplasms","2006-04-01 00:00:00","null","null","null",2501
"20+","10.6000003814697","11","10.8000001907349","Malignant","10147",97519135,"Male","Total","2004-04-01 00:00:00","10.1999998092651","10.6000003814697","10.3999996185303",2502
"20+","0.699999988079071","0.800000011920929","0.800000011920929","Malignant","732",99938602,"Male","Lymphomas and Hematopoietic Neoplasms","2006-04-01 00:00:00","0.699999988079071","0.800000011920929","0.699999988079071",2503
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Lymphomas and Hematopoietic Neoplasms","2007-04-01 00:00:00","null","null","null",2506
"20+","0.699999988079071","0.800000011920929","0.699999988079071","Malignant","715",103846993,"Male","Lymphomas and Hematopoietic Neoplasms","2007-04-01 00:00:00","0.600000023841858","0.699999988079071","0.699999988079071",2507
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Lymphomas and Hematopoietic Neoplasms","2008-04-01 00:00:00","null","null","null",2508
"20+","0.699999988079071","0.800000011920929","0.699999988079071","Malignant","755",105077378,"Male","Lymphomas and Hematopoietic Neoplasms","2008-04-01 00:00:00","0.699999988079071","0.800000011920929","0.699999988079071",2509
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Lymphomas and Hematopoietic Neoplasms","2009-04-01 00:00:00","null","null","null",2510
"20+","0.699999988079071","0.800000011920929","0.699999988079071","Malignant","740",106309806,"Male","Lymphomas and Hematopoietic Neoplasms","2009-04-01 00:00:00","0.600000023841858","0.699999988079071","0.699999988079071",2511
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Lymphomas and Hematopoietic Neoplasms","2010-04-01 00:00:00","null","null","null",2512
"20+","0.600000023841858","0.699999988079071","0.699999988079071","Malignant","712",106608980,"Male","Lymphomas and Hematopoietic Neoplasms","2010-04-01 00:00:00","0.600000023841858","0.699999988079071","0.699999988079071",2513
"20+","4.90000009536743","5.19999980926514","5.09999990463257","Benign/Borderline","4554",97519135,"Male","Meningioma","2004-04-01 00:00:00","4.5","4.80000019073486","4.69999980926514",2514
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Malignant","163",97519135,"Male","Meningioma","2004-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2515
"20+","5.40000009536743","5.69999980926514","5.59999990463257","Benign/Borderline","5081",98707416,"Male","Meningioma","2005-04-01 00:00:00","5","5.30000019073486","5.09999990463257",2516
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","149",98707416,"Male","Meningioma","2005-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2517
"20+","5.69999980926514","6","5.80000019073486","Benign/Borderline","5407",99938602,"Male","Meningioma","2006-04-01 00:00:00","5.30000019073486","5.59999990463257","5.40000009536743",2518
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","144",99938602,"Male","Meningioma","2006-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2519
"20+","5.69999980926514","6","5.80000019073486","Benign/Borderline","5671",103846993,"Male","Meningioma","2007-04-01 00:00:00","5.30000019073486","5.59999990463257","5.5",2522
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Malignant","176",103846993,"Male","Meningioma","2007-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2523
"20+","6","6.30000019073486","6.19999980926514","Benign/Borderline","6145",105077378,"Male","Meningioma","2008-04-01 00:00:00","5.69999980926514","6","5.80000019073486",2524
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","143",105077378,"Male","Meningioma","2008-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2525
"20+","6.30000019073486","6.59999990463257","6.40000009536743","Benign/Borderline","6504",106309806,"Male","Meningioma","2009-04-01 00:00:00","6","6.30000019073486","6.09999990463257",2526
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","135",106309806,"Male","Meningioma","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2527
"20+","5.90000009536743","6.19999980926514","6.09999990463257","Benign/Borderline","6232",106608980,"Male","Meningioma","2010-04-01 00:00:00","5.69999980926514","6","5.80000019073486",2528
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","107",106608980,"Male","Meningioma","2010-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2529
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Mixed glioma","2004-04-01 00:00:00","null","null","null",2530
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","273",97519135,"Male","Mixed glioma","2004-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2531
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Mixed glioma","2005-04-01 00:00:00","null","null","null",2532
"20+","0.300000011920929","0.400000005960464","0.300000011920929","Malignant","309",98707416,"Male","Mixed glioma","2005-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2533
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Mixed glioma","2006-04-01 00:00:00","null","null","null",2534
"20+","0.300000011920929","0.400000005960464","0.300000011920929","Malignant","341",99938602,"Male","Mixed glioma","2006-04-01 00:00:00","0.300000011920929","0.400000005960464","0.300000011920929",2535
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Mixed glioma","2007-04-01 00:00:00","null","null","null",2538
"20+","0.300000011920929","0.400000005960464","0.300000011920929","Malignant","331",103846993,"Male","Mixed glioma","2007-04-01 00:00:00","0.300000011920929","0.400000005960464","0.300000011920929",2539
